gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
5736	g16955	174.281550987685	-1.74543781121828	0.523125496451511	-3.33655656827666	0.000848231647968247	0.00386430017623008	203	316	463	331	331	266	370	668	74	120	13	114	57	0	159	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5737	g16952	544.212147568778	-3.36159123749798	0.267470946502358	-12.5680612472366	3.16387580854846e-36	1.06889046395119e-33	1166	1457	1823	1337	919	1188	1223	1533	106	41	42	93	99	14	99	132	sp	P80147	GABT_PIG	49.761	209	105	0	1	627	290	498	1.14e-72	231	P80147	reviewed	GABT_PIG	4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)	ABAT GABAT	Sus scrofa (Pig)	500	GO:0003867; GO:0005739; GO:0005759; GO:0005829; GO:0009450; GO:0030170; GO:0032144; GO:0032145; GO:0034386; GO:0042802; GO:0042803; GO:0046872; GO:0047298; GO:0048148; GO:0051537
5738	g16951	706.784284479758	-3.68027932446838	0.275703245552113	-13.3486978620741	1.20537509629926e-40	5.66144103156949e-38	1359	1969	2707	1661	1369	1550	1520	1979	146	36	38	148	86	18	86	123	sp	P80404	GABT_HUMAN	57.422	256	105	3	121	885	27	279	3.61e-106	321	P80404	reviewed	GABT_HUMAN	4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)	ABAT GABAT	Homo sapiens (Human)	500	GO:0001666; GO:0005739; GO:0005759; GO:0007620; GO:0007626; GO:0009410; GO:0009448; GO:0009449; GO:0009450; GO:0010039; GO:0014053; GO:0021549; GO:0030170; GO:0031652; GO:0032024; GO:0032144; GO:0032145; GO:0033602; GO:0034386; GO:0035094; GO:0035640; GO:0042802; GO:0045471; GO:0045776; GO:0045964; GO:0046872; GO:0047298; GO:0048148; GO:0051536; GO:0070474; GO:0097151; GO:1902722; GO:1904450
5739	g14551	1.81904551592698	4.75318917681543	1.87249934472038	2.53841967433384	0.0111354362003027	0.0336263281965232	0	0	0	0	0	0	0	0	8	0	1	0	4	0	9	3	sp	Q9ESQ4	NMUR2_RAT	32.484	314	176	11	196	1101	43	332	7.75e-28	116	Q9ESQ4	reviewed	NMUR2_RAT	Neuromedin-U receptor 2 (NMU-R2) (G-protein coupled receptor TGR-1) (G-protein-coupled receptor FM-4)	Nmur2 Tgr1	Rattus norvegicus (Rat)	395	GO:0001607; GO:0002023; GO:0005229; GO:0005525; GO:0005886; GO:0007200; GO:0007218; GO:0007625; GO:0008188; GO:0016020; GO:0042924; GO:0048265; GO:0050482; GO:0051930
5740	g14554	327.290591099279	3.22550008861438	1.06085656628432	3.04046766653081	0.00236211052571434	0.0091229768138149	129	26	17	0	21	392	59	29	704	39	33	89	12	123	78	2133	sp	Q10751	ACE_CHICK	54.815	540	208	4	34	1548	676	1214	0	607	Q10751	reviewed	ACE_CHICK	Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II)	ACE DCP1	Gallus gallus (Chicken)	1281	GO:0001822; GO:0002003; GO:0003081; GO:0003084; GO:0004180; GO:0004222; GO:0005737; GO:0005886; GO:0008217; GO:0008237; GO:0008241; GO:0008270; GO:0008283; GO:0010814; GO:0010815; GO:0016020; GO:0031404; GO:0042445; GO:0042447; GO:0048167; GO:0060319; GO:0070573
5741	g14555	573.509417048323	2.74327283982497	0.662670363652238	4.13972465088933	3.47722935160765e-05	0.000256555577103098	93	609	71	20	42	132	355	364	496	209	759	1298	984	48	3013	283	sp	P12820	ACE_BOVIN	46.633	594	276	7	196	1875	635	1221	0	558	P12820	reviewed	ACE_BOVIN	Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]	ACE DCP1	Bos taurus (Bovine)	1306	GO:0001822; GO:0002003; GO:0004180; GO:0004222; GO:0005516; GO:0005576; GO:0005737; GO:0005886; GO:0008217; GO:0008233; GO:0008241; GO:0010814; GO:0010815; GO:0031404; GO:0042445; GO:0042447; GO:0046872; GO:0048167; GO:0070573
5742	g14556	15.2414599167865	2.84727337264257	0.639244651267955	4.45412154328542	8.4237373257568e-06	7.44792973747009e-05	11	7	0	0	2	5	11	5	13	7	32	35	48	2	37	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5743	g14557	44.8122294676392	-5.96373708222739	0.82922886794841	-7.19190721975495	6.38924442551736e-13	2.45584191421532e-11	35	111	277	119	32	88	115	190	4	0	0	0	0	0	5	0	sp	Q5RBZ6	CHSTA_PONAB	34.914	232	128	6	238	900	129	348	1.45e-29	118	Q5RBZ6	reviewed	CHSTA_PONAB	Carbohydrate sulfotransferase 10 (EC 2.8.2.-) (HNK-1 sulfotransferase) (HNK-1ST) (HNK1ST)	CHST10	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	356	GO:0000139; GO:0007612; GO:0007616; GO:0008146; GO:0008209; GO:0008210; GO:0016051; GO:0030166
5744	g14558	544.41874075536	0.954800244277875	0.39800805034016	2.39894706517079	0.0164422914401889	0.046399356134777	334	410	547	391	1011	384	336	582	441	871	241	478	369	357	861	264	sp	P78383	S35B1_HUMAN	63.576	302	109	1	34	936	14	315	1.8e-116	342	P78383	reviewed	S35B1_HUMAN	Solute carrier family 35 member B1 (ATP/ADP exchanger ER) (AXER) (Endoplasmic reticulum ATP/ADP translocase) (UDP-galactose transporter-related protein 1) (UGTrel1)	SLC35B1 UGTREL1	Homo sapiens (Human)	322	GO:0000139; GO:0005459; GO:0005460; GO:0005471; GO:0005789; GO:0043231; GO:0072334
5745	g19604	719.693107590527	4.6100698770094	1.08410571436587	4.25241728359118	2.11475338085576e-05	0.000167794832530447	477	34	0	14	19	0	13	24	568	3136	274	503	762	726	130	760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5746	g19603	7538.54523068522	6.49535749237544	0.545722190806448	11.9023151372621	1.15108780883774e-32	3.03650656640935e-30	244	193	155	94	298	452	169	171	9809	17788	2050	6672	10584	10597	2150	11140	sp	O88956	PLPP1_CAVPO	39.051	274	144	5	55	876	14	264	8.13e-56	186	O88956	reviewed	PLPP1_CAVPO	Phospholipid phosphatase 1 (EC 3.1.3.-) (EC 3.1.3.106) (EC 3.1.3.4) (EC 3.6.1.75) (Lipid phosphate phosphohydrolase 1) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a)	PLPP1 LPP1 PAP2A PPAP2A	Cavia porcellus (Guinea pig)	285	GO:0000810; GO:0005886; GO:0005901; GO:0006644; GO:0006670; GO:0006672; GO:0007165; GO:0008195; GO:0016020; GO:0016324; GO:0042392; GO:0045121; GO:0046839; GO:0052642; GO:0106235
5747	g19602	135.715479726426	1.73120177109594	0.447664190620479	3.8671884134767	0.000110097364773277	0.000692179220841981	91	67	112	85	78	94	72	60	99	222	51	104	143	154	97	118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5748	g19601	542.631214528759	1.68881684927126	0.421013484622481	4.01131296491753	6.03820030259873e-05	0.000414832762137509	362	317	379	278	315	396	361	342	507	1001	226	568	634	538	176	506	sp	Q6DDG2	K2013_XENLA	28.883	412	252	12	265	1476	93	471	2.03e-42	163	Q6DDG2	reviewed	K2013_XENLA	Uncharacterized protein KIAA2013 homolog		Xenopus laevis (African clawed frog)	604	GO:0016020
5749	g21810	293.749936958629	1.69653669658855	0.465857879035122	3.64174735029144	0.00027079376736459	0.00148463291684351	242	217	164	110	321	108	150	177	246	743	99	351	256	225	444	76	sp	Q561R0	MZB1_RAT	38.411	151	85	3	148	576	20	170	2.52e-29	111	Q561R0	reviewed	MZB1_RAT	Marginal zone B- and B1-cell-specific protein (Plasma cell-induced resident endoplasmic reticulum protein) (Plasma cell-induced resident ER protein) (pERp1) (Proapoptotic caspase adapter protein)	Mzb1 Pacap	Rattus norvegicus (Rat)	188	GO:0002639; GO:0005576; GO:0005788; GO:0008284; GO:0030888; GO:0033622; GO:0034663; GO:0042127; GO:0046626
5750	g21813	177.587125519724	2.34460605200754	0.723522210515423	3.24054468257069	0.00119301573220533	0.0051510995414973	4646	29	0	29	20	109	157	62	103	517	270	649	8287	34	174	86	sp	Q5XHC1	CFA96_XENLA	54.305	302	111	2	25	858	4	302	1.51e-97	292	Q5XHC1	reviewed	CFA96_XENLA	Cilia-and flagella-associated protein 96	cfap96.L	Xenopus laevis (African clawed frog)	307	GO:0005737; GO:0005813
5751	g21812	687.77884450355	1.0109142897605	0.298094322393669	3.39125643736839	0.000695729709417583	0.00327338581087974	635	560	516	553	547	824	601	631	561	998	407	977	975	276	271	1079	sp	Q63HQ0	AP1AR_HUMAN	32.673	202	102	6	1	540	1	190	3.89e-13	72.8	Q63HQ0	reviewed	AP1AR_HUMAN	AP-1 complex-associated regulatory protein (2c18) (Adaptor-related protein complex 1-associated regulatory protein) (Gamma-1-adaptin brefeldin A resistance protein) (GBAR) (Gamma-BAR) (Gamma-A1-adaptin and kinesin interactor) (Gadkin)	AP1AR C4orf16 PRO0971	Homo sapiens (Human)	302	GO:0001920; GO:0005768; GO:0005769; GO:0005770; GO:0005794; GO:0005829; GO:0015031; GO:0019894; GO:0030133; GO:0034315; GO:0034446; GO:0035650; GO:0048203; GO:1900025; GO:2000146
5752	g21815	1853.87188625891	-0.466796939787789	0.152138635788633	-3.06823403120501	0.0021532791122271	0.00845254215575648	2273	3204	3230	2399	2104	2708	4057	3285	1228	1170	1142	2704	1878	252	1148	1098	sp	Q8CH18	CCAR1_MOUSE	57.596	441	172	3	1135	2448	359	787	5.27e-151	486	Q8CH18	reviewed	CCAR1_MOUSE	Cell division cycle and apoptosis regulator protein 1 (Cell cycle and apoptosis regulatory protein 1) (CARP-1)	Ccar1 Carp1	Mus musculus (Mouse)	1146	GO:0000978; GO:0003713; GO:0003714; GO:0005634; GO:0005641; GO:0006355; GO:0006915; GO:0008284; GO:0030335; GO:0030374; GO:0043065; GO:0048471
5753	g10002	595.905583668916	-0.603257287910146	0.214910670543761	-2.80701412537499	0.00500030490238026	0.017200941676516	1053	754	890	946	1117	982	866	1071	399	369	216	927	621	76	562	183	sp	Q9D1J3	SARNP_MOUSE	37.113	97	54	1	286	576	101	190	1.33e-12	67.8	Q9D1J3	reviewed	SARNP_MOUSE	SAP domain-containing ribonucleoprotein (Nuclear protein Hcc-1)	Sarnp Hcc1	Mus musculus (Mouse)	210	GO:0000122; GO:0000346; GO:0003677; GO:0003682; GO:0003723; GO:0005634; GO:0006406; GO:0006417; GO:0016607; GO:0016973; GO:0036464
5754	g9309	24599.3992547801	0.876628204329028	0.217496746511667	4.03053479368715	5.56500900962877e-05	0.000386181544138455	32819	25704	26992	14748	19770	22965	19445	24517	23268	18124	29165	26996	30053	9503	36975	18458	sp	P24049	RL17_RAT	80.247	162	32	0	1	486	1	162	2.75e-97	282	P24049	reviewed	RL17_RAT	Large ribosomal subunit protein uL22 (60S ribosomal protein L17) (Amino acid starvation-induced protein) (ASI) (L23)	Rpl17	Rattus norvegicus (Rat)	184	GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0031672; GO:0034198; GO:0045202; GO:0070180; GO:1900087; GO:1990928
5755	g9303	4450.38833821259	0.883906804785189	0.226930805969289	3.89504986337028	9.81785306129759e-05	0.000626827769824009	2727	4466	4750	3453	5104	4244	4322	4686	3945	5123	3411	5811	5136	1888	2801	6093	sp	Q9UMX0	UBQL1_HUMAN	58.609	302	111	2	481	1344	179	480	6.68e-102	323	Q9UMX0	reviewed	UBQL1_HUMAN	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1	Homo sapiens (Human)	589	GO:0000045; GO:0000502; GO:0005654; GO:0005737; GO:0005776; GO:0005783; GO:0005829; GO:0005886; GO:0006511; GO:0016235; GO:0016236; GO:0016241; GO:0019900; GO:0031396; GO:0031398; GO:0031410; GO:0031593; GO:0032991; GO:0034140; GO:0034976; GO:0035973; GO:0036503; GO:0042802; GO:0048471; GO:0071456; GO:0097352; GO:1901340; GO:1902175; GO:1904294
5756	g9304	176.352529850538	-1.89955702862178	0.469334006223142	-4.04734582074721	5.18016808655193e-05	0.000362743624882656	488	333	326	249	235	291	655	447	19	47	31	290	163	4	52	18	sp	Q6PB70	ANO8_MOUSE	52.743	474	221	1	25	1446	37	507	1.51e-149	468	Q6PB70	reviewed	ANO8_MOUSE	Anoctamin-8 (Transmembrane protein 16H)	Ano8 Kiaa1623 Tmem16h	Mus musculus (Mouse)	1060	GO:0005254; GO:0005886; GO:1902476
5757	g20076	89.3358394057309	3.58390785147286	0.999562401326949	3.58547685138528	0.000336462848794551	0.00178050702919392	9365	0	0	6	13	15	21	6	20	449	29	631	11043	13	25	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5758	g21388	304.81173046105	1.97227656706179	0.369140553831057	5.3428878149336	9.14773824379608e-08	1.32849166938749e-06	269	130	180	77	71	210	228	173	246	310	305	425	690	183	142	555	sp	B9FAF3	KN14E_ORYSJ	43.501	377	203	4	1555	2655	362	738	3.86e-86	301	B9FAF3	reviewed	KN14E_ORYSJ	Kinesin-like protein KIN-14E	KIN14E Os03g0114000 LOC_Os03g02290 OsJ_09155 OSJNBa0090O10.9	Oryza sativa subsp. japonica (Rice)	1080	GO:0003777; GO:0005524; GO:0005874; GO:0007018; GO:0008017
5759	g21381	534.925813451077	1.03056899703408	0.35964402102706	2.8655251770654	0.00416318166391902	0.0147589081925789	342	454	533	363	799	373	452	470	630	1077	309	946	361	218	167	603	sp	Q8R4U0	STAB2_MOUSE	34.348	1511	854	33	322	4521	30	1513	0	783	Q8R4U0	reviewed	STAB2_MOUSE	Stabilin-2 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 2) (FEEL-2) [Cleaved into: Short form stabilin-2]	Stab2 Feel2 Hare	Mus musculus (Mouse)	2559	GO:0005041; GO:0005044; GO:0005509; GO:0005540; GO:0005829; GO:0006897; GO:0006898; GO:0007155; GO:0009897; GO:0030169; GO:0030214; GO:0038024; GO:0050830
5760	g21382	535.604932510059	1.13110613256318	0.349529530828217	3.23608174074162	0.00121182676827395	0.0052210450126052	246	368	721	355	555	350	529	516	488	848	420	792	437	291	179	714	sp	Q8WWQ8	STAB2_HUMAN	38.346	665	388	12	4	1971	1538	2189	1.44e-129	436	Q8WWQ8	reviewed	STAB2_HUMAN	Stabilin-2 (FAS1 EGF-like and X-link domain-containing adhesion molecule 2) (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 2) (FEEL-2) (Hyaluronan receptor for endocytosis) [Cleaved into: 190 kDa form stabilin-2 (190 kDa hyaluronan receptor for endocytosis)]	STAB2 FEEL2 FELL FEX2 HARE	Homo sapiens (Human)	2551	GO:0001525; GO:0005041; GO:0005044; GO:0005509; GO:0005540; GO:0005829; GO:0005886; GO:0006897; GO:0006898; GO:0007155; GO:0009897; GO:0015035; GO:0030169; GO:0030214; GO:0030666; GO:0042742; GO:0050830
5761	g21385	25.5902566825553	3.4665542601361	0.941306332024457	3.68270576984287	0.000230771459537128	0.00129486188703569	1944	3	2	8	3	0	5	0	10	41	19	283	1990	2	44	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5762	g21387	8381.99989247931	4.23176091121458	0.455211991974125	9.2962421593127	1.45497221012594e-20	1.5310601011145e-18	601	1063	1220	813	1854	1221	1112	1296	9895	13579	4266	11048	8917	10072	2773	18403	sp	F4JEQ2	PBL23_ARATH	42.174	230	119	4	790	1467	72	291	5.78e-51	188	F4JEQ2	reviewed	PBL23_ARATH	Probable serine/threonine-protein kinase PBL23 (EC 2.7.11.1) (PBS1-like protein 23)	PBL23 At3g20530 K10D20.7	Arabidopsis thaliana (Mouse-ear cress)	386	GO:0004674; GO:0005524; GO:0005777; GO:0005886; GO:0006952; GO:0106310
5763	g20381	6.64231068354073	6.23000790514211	2.10529035924275	2.95921551998318	0.00308423318415007	0.0114305385733599	672	0	0	0	0	0	0	0	3	64	0	13	1196	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5764	g20387	133.427149475558	4.64434689763623	0.750696925807703	6.18671362299665	6.14314177644863e-10	1.39667628322398e-08	18	0	15	9	12	5	47	4	46	155	132	10307	652	5	585	136	sp	P12716	ACTC_PISOC	84.759	374	57	0	16	1137	3	376	0	690	P12716	reviewed	ACTC_PISOC	Actin, cytoplasmic (EC 3.6.4.-) [Cleaved into: Actin, cytoplasmic, intermediate form]		Pisaster ochraceus (Ochre sea star) (Asterias ochracea)	376	GO:0005524; GO:0005737; GO:0005856; GO:0016787
5765	g8550	1906.70257830857	-1.18478258502026	0.368695854918143	-3.21344156495413	0.00131154482905759	0.00559017679795529	2026	6555	3157	1744	1428	2314	6778	5345	770	1618	364	1605	1201	331	733	723	sp	Q61555	FBN2_MOUSE	44.925	2749	1334	46	178	8175	77	2728	0	2142	Q61555	reviewed	FBN2_MOUSE	Fibrillin-2 [Cleaved into: Placensin]	Fbn2 Fbn-2	Mus musculus (Mouse)	2907	GO:0001527; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0009653; GO:0030326; GO:0030501; GO:0031012; GO:0035108; GO:0035583; GO:0043010; GO:0045669; GO:0048048; GO:0060346; GO:0062023
5766	g8551	32239.6568209726	1.49626396982274	0.365220025753266	4.09688369835881	4.18749146833499e-05	0.000301114724442595	19077	27567	26135	16536	18708	20021	24928	30668	33088	45968	33275	31188	27618	22887	9619	46733	sp	P62976	UBIQP_CRIGR	99.476	382	2	0	1	1146	1	382	0	752	P62976	reviewed	UBIQP_CRIGR	Polyubiquitin [Cleaved into: Ubiquitin; Ubiquitin-related 1; Ubiquitin-related 2]		Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	658	GO:0005634; GO:0005737; GO:0016567; GO:0019941; GO:0031386; GO:0031625
5767	g8552	29470.5546496311	1.4892456640323	0.357569032207773	4.16491790364816	3.1146462097873e-05	0.000234383517240618	16003	24047	26539	14253	18799	16477	23969	29077	32377	47252	28657	28922	25297	19165	9441	41987	sp	P0CG50	UBC_MOUSE	98.653	297	2	1	1	885	1	297	0	580	P0CG50	reviewed	UBC_MOUSE	Polyubiquitin-C [Cleaved into: Ubiquitin; Ubiquitin-related 1; Ubiquitin-related 2]	Ubc	Mus musculus (Mouse)	734	GO:0002020; GO:0005654; GO:0005741; GO:0005829; GO:0016567; GO:0019941; GO:0031386; GO:0031625; GO:0043209
5768	g8553	16195.9708600914	1.57707084566609	0.395383743085565	3.98870938232985	6.64337497577933e-05	0.000450145925082979	10853	12594	13660	8517	10864	8533	11457	11107	15357	37389	13032	15738	14754	9015	3954	23670	sp	P0CG60	UBB_PONPY	86.243	189	26	0	1	567	1	189	6.66e-112	321	P0CG60	reviewed	UBB_PONPY	Polyubiquitin-B [Cleaved into: Ubiquitin]	UBB	Pongo pygmaeus (Bornean orangutan)	229	GO:0005634; GO:0005741
5769	g21033	509.091020425095	0.884538799156837	0.193789068217691	4.56444115910191	5.00826640517156e-06	4.72997479962672e-05	378	437	485	395	467	525	528	661	603	696	439	1288	504	153	359	337	sp	Q6UXM1	LRIG3_HUMAN	44.386	766	389	9	55	2268	30	786	0	655	Q6UXM1	reviewed	LRIG3_HUMAN	Leucine-rich repeats and immunoglobulin-like domains protein 3 (LIG-3)	LRIG3 LIG3 UNQ287/PRO326/PRO335	Homo sapiens (Human)	1119	GO:0005615; GO:0005886; GO:0030659; GO:0031012; GO:0032474
5770	g13721	1783.09839009997	2.25012132952107	0.38619348392487	5.82640936002639	5.66326024404472e-09	1.06293764638956e-07	541	635	619	848	1751	680	641	889	1746	3754	1158	1984	1693	1507	2150	1632	sp	Q27968	DNJC3_BOVIN	42.405	474	197	7	13	1239	9	471	6.39e-111	339	Q27968	reviewed	DNJC3_BOVIN	DnaJ homolog subfamily C member 3 (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)	DNAJC3 P58IPK	Bos taurus (Bovine)	504	GO:0004860; GO:0005783; GO:0005829; GO:0006986; GO:0019901; GO:0034975; GO:0036494; GO:0051087; GO:0051787; GO:0070417; GO:1903912
5771	g20926	156.348652232393	-0.734849488807231	0.280018436711749	-2.62428966262563	0.00868299051191351	0.027397730343752	280	349	383	202	190	222	184	303	174	41	39	218	113	26	850	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5772	g20927	250.435155446665	-0.715739940458556	0.295933997996439	-2.41857963364915	0.0155812346566141	0.0443464138017171	482	529	532	317	410	371	258	461	317	65	70	365	203	28	1223	90	sp	Q9D8N6	LIN37_MOUSE	37.297	185	94	7	232	753	73	246	1.54e-23	98.6	Q9D8N6	reviewed	LIN37_MOUSE	Protein lin-37 homolog (Antolefinin) (Antolefinine)	Lin37	Mus musculus (Mouse)	246	GO:0000122; GO:0017053; GO:0031523
5773	g20924	1513.75882886731	2.59429743995927	0.32722329216433	7.9282175263258	2.2231365447852e-15	1.21621989894683e-13	1240	351	489	266	690	540	534	493	1146	2071	2469	3107	3543	846	1580	1246	sp	Q5R4J5	SYT1_PONAB	31.93	285	178	8	280	1113	141	416	1.27e-28	119	Q5R4J5	reviewed	SYT1_PONAB	Synaptotagmin-1 (Synaptotagmin I) (SytI)	SYT1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	419	GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0014059; GO:0019905; GO:0030154; GO:0030276; GO:0030424; GO:0030672; GO:0031045; GO:0042584; GO:0048488; GO:0048791; GO:0071277; GO:1903235
5774	g20925	19915.4326563396	4.28878281527617	0.57755096001277	7.42580847788972	1.12093096279081e-13	4.78620123070123e-12	960	796	1769	991	11555	1833	868	2249	27785	26196	34863	30509	39454	17109	6824	28193	sp	Q6MG82	PRRT1_RAT	43.636	55	31	0	220	384	218	272	2.63e-07	52.8	Q6MG82	reviewed	PRRT1_RAT	Proline-rich transmembrane protein 1 (Dispanin subfamily D member 1) (DSPD1) (Synapse differentiation-induced protein 4) (SynDIG4)	Prrt1 Ng5	Rattus norvegicus (Rat)	306	GO:0006468; GO:0007611; GO:0008104; GO:0016020; GO:0030545; GO:0030672; GO:0034394; GO:0045211; GO:0050808; GO:0060291; GO:0060292; GO:0098839; GO:0098978; GO:2000311
5775	g20922	1012.39139440477	-3.10862369204071	0.274178936414044	-11.337937672011	8.51269288144981e-30	1.84189805413572e-27	1320	2594	3522	1797	2215	2890	2864	2446	169	123	289	347	150	38	179	82	sp	Q5E985	HYAL1_BOVIN	38.372	344	207	2	88	1107	43	385	3.03e-84	270	Q5E985	reviewed	HYAL1_BOVIN	Hyaluronidase-1 (Hyal-1) (EC 3.2.1.35) (Hyaluronoglucosaminidase-1)	HYAL1	Bos taurus (Bovine)	450	GO:0000302; GO:0004415; GO:0005615; GO:0005737; GO:0005764; GO:0005975; GO:0006954; GO:0009615; GO:0010634; GO:0030212; GO:0030213; GO:0030214; GO:0030307; GO:0030308; GO:0031410; GO:0036117; GO:0036120; GO:0045766; GO:0045785; GO:0045927; GO:0046677; GO:0050501; GO:0050679; GO:0051216; GO:0071347; GO:0071467; GO:0071493; GO:1900087; GO:1900106
5776	g15379	160.744607695071	1.05069068292945	0.395860549334878	2.65419396980783	0.00794981139649512	0.0254597568704983	262	146	174	127	112	83	74	129	115	187	33	187	187	78	235	252	sp	Q33DR2	DPS1_MOUSE	48.052	77	37	1	211	441	76	149	2.89e-14	72	Q33DR2	reviewed	DPS1_MOUSE	All trans-polyprenyl-diphosphate synthase PDSS1 (All-trans-decaprenyl-diphosphate synthase subunit 1) (EC 2.5.1.91) (Decaprenyl-diphosphate synthase subunit 1) (Solanesyl-diphosphate synthase subunit 1) (Trans-prenyltransferase 1) (TPT 1)	Pdss1 Dps1 Sps1 Tprt	Mus musculus (Mouse)	409	GO:0004659; GO:0005739; GO:0006744; GO:0008299; GO:0032478; GO:0046872; GO:0046982; GO:0097269; GO:1990234
5777	g15378	262.227811636894	0.89269253622707	0.375801308039206	2.37543754407033	0.0175281584885415	0.0488763029269974	419	173	334	183	240	187	208	207	196	180	82	258	244	181	434	288	sp	Q5T2R2	DPS1_HUMAN	66.8	250	81	2	1	747	167	415	1.13e-120	353	Q5T2R2	reviewed	DPS1_HUMAN	All trans-polyprenyl-diphosphate synthase PDSS1 (All-trans-decaprenyl-diphosphate synthase subunit 1) (EC 2.5.1.91) (Decaprenyl pyrophosphate synthase subunit 1) (Decaprenyl-diphosphate synthase subunit 1) (Solanesyl-diphosphate synthase subunit 1) (Trans-prenyltransferase 1) (TPT 1)	PDSS1 DPS1 TPRT	Homo sapiens (Human)	415	GO:0004659; GO:0005759; GO:0006744; GO:0008299; GO:0032478; GO:0046872; GO:0046982; GO:0052923; GO:0097269; GO:1990234
5778	g15372	11771.358579731	-0.783145587910438	0.328501476632572	-2.38399411758622	0.0171258761191333	0.0479559395704739	9060	20564	25642	18783	20014	22025	19286	25542	5759	13396	3614	8920	8419	2920	2810	5499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5779	g15377	5142.61565878401	-0.898950304924876	0.267206023215138	-3.36425913648322	0.000767494435287813	0.00355450705635821	5326	6444	11387	9048	10816	8522	9740	10688	4524	4127	2101	5206	3886	512	1309	2457	sp	P26039	TLN1_MOUSE	60.601	599	215	7	7	1800	2	580	0	773	P26039	reviewed	TLN1_MOUSE	Talin-1	Tln1 Tln	Mus musculus (Mouse)	2541	GO:0001726; GO:0001786; GO:0005178; GO:0005200; GO:0005737; GO:0005856; GO:0005886; GO:0005912; GO:0005925; GO:0007044; GO:0007229; GO:0009986; GO:0017166; GO:0030274; GO:0030866; GO:0032587; GO:0033622; GO:0035091; GO:0043622; GO:0051015; GO:0098609
