gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
5740	g11576	340.573811233787	-1.02616871719153	0.259120183879456	-3.96020372411016	7.48858500966736e-05	0.000526809188069453	235	271	288	228	55	147	803	548	593	576	329	535	sp	O09012	PEX5_MOUSE	52.519	655	265	16	1	1881	1	637	0	599	O09012	reviewed	PEX5_MOUSE	Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (PXR1P) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1)	Pex5 Pxr1	Mus musculus (Mouse)	639	GO:0000038; GO:0000268; GO:0000425; GO:0001764; GO:0005052; GO:0005739; GO:0005777; GO:0005778; GO:0005782; GO:0005794; GO:0005829; GO:0006625; GO:0006635; GO:0007005; GO:0007006; GO:0007029; GO:0007031; GO:0016558; GO:0016560; GO:0016562; GO:0021795; GO:0021895; GO:0031267; GO:0031333; GO:0032991; GO:0033328; GO:0034614; GO:0040018; GO:0044255; GO:0044721; GO:0045046; GO:0048468; GO:0050905; GO:0140597
5741	g95	403.161964189163	4.16092808562148	1.32880369213823	3.13133392858503	0.00174014173256206	0.00756852519733884	116	427	1182	0	21	2237	8	55	159	0	18	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5742	g93	30.1157655573215	-3.5728006511579	1.00706014792052	-3.5477529902612	0.000388532412229496	0.00213803923258576	6	0	0	5	9	0	63	23	18	132	41	127	sp	Q9QXF7	CP2J4_RAT	38.248	468	278	8	88	1482	42	501	4.94e-118	359	Q9QXF7	reviewed	CP2J4_RAT	Cytochrome P450 2J4 (EC 1.14.14.1) (CYPIIJ4)	CYP2J4	Rattus norvegicus (Rat)	501	GO:0005506; GO:0005737; GO:0005789; GO:0006082; GO:0006805; GO:0008391; GO:0016712; GO:0019369; GO:0020037; GO:0042572; GO:0043231; GO:0070330
5743	g99	575.616298965796	0.539249659252324	0.215640144190775	2.50069235149118	0.0123950801569086	0.0381925920422962	820	605	520	811	325	468	740	638	647	543	372	497	sp	Q99JY0	ECHB_MOUSE	71.918	438	121	2	118	1431	39	474	0	616	Q99JY0	reviewed	ECHB_MOUSE	Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]	Hadhb	Mus musculus (Mouse)	475	GO:0003985; GO:0003988; GO:0005739; GO:0005741; GO:0005743; GO:0005783; GO:0006635; GO:0010467; GO:0016507; GO:0042645; GO:0044877; GO:0050633; GO:0071222; GO:0106222
5744	g7741	603.167443951478	-0.670170083955727	0.151742163298137	-4.41650540225265	1.00309395115317e-05	9.18687818459322e-05	448	492	502	425	264	284	1314	899	890	975	766	634	sp	Q3U1J4	DDB1_MOUSE	74.781	1142	285	3	1	3423	1	1140	0	1806	Q3U1J4	reviewed	DDB1_MOUSE	DNA damage-binding protein 1 (DDB p127 subunit) (Damage-specific DNA-binding protein 1) (UV-damaged DNA-binding factor)	Ddb1	Mus musculus (Mouse)	1140	GO:0003684; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006281; GO:0006511; GO:0006915; GO:0006974; GO:0007056; GO:0010498; GO:0016055; GO:0016567; GO:0019076; GO:0031464; GO:0031465; GO:0034644; GO:0035234; GO:0035861; GO:0042752; GO:0043066; GO:0043161; GO:0044725; GO:0044877; GO:0045070; GO:0045722; GO:0045732; GO:0046726; GO:0048511; GO:0051093; GO:0051702; GO:0070914; GO:0071987; GO:0080008; GO:0097602; GO:0160072; GO:1901990; GO:2000242
5745	g6132	451.184057830553	-1.1647090061841	0.271605279552053	-4.28824140718104	1.80093303065983e-05	0.000151592529870886	275	405	343	194	139	130	842	537	711	714	989	684	sp	Q9Y5B6	PAXB1_HUMAN	40.659	728	369	12	535	2607	213	914	2.6e-151	471	Q9Y5B6	reviewed	PAXB1_HUMAN	PAX3- and PAX7-binding protein 1 (GC-rich sequence DNA-binding factor 1)	PAXBP1 C21orf66 GCFC GCFC1	Homo sapiens (Human)	917	GO:0000398; GO:0003677; GO:0005634; GO:0005829; GO:0006366; GO:0007517; GO:0014842; GO:0045944; GO:1990226; GO:2000288
5746	g566	28.0831249314245	8.04409560515781	2.14478179570678	3.75054265252518	0.000176452285642097	0.0010973240520272	0	27	56	0	0	200	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5747	g567	353.628765249187	2.23228766951505	0.339252680667235	6.58001482884272	4.70401351654487e-11	1.5435151260561e-09	523	459	361	409	512	551	162	108	87	163	225	145	sp	Q5RD08	OSER1_PONAB	50.943	53	20	1	826	966	240	292	1.42e-06	52.8	Q5RD08	reviewed	OSER1_PONAB	Oxidative stress-responsive serine-rich protein 1 (Oxidative stress-responsive protein 1) (Peroxide-inducible transcript 1 protein)	OSER1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	292	GO:0070301
5748	g565	5.21262383301511	6.10042911745608	2.0946210445861	2.91242615614107	0.00358632984810661	0.0138037747745544	2	6	13	0	0	33	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5749	g568	6737.40615962832	1.19736100956044	0.333594258357366	3.58927343490954	0.000331600884968396	0.0018712949252735	7463	6579	4502	9236	9158	7228	5895	4317	4227	5166	6001	4014	sp	Q4R4I5	LAP4A_MACFA	31.441	229	127	6	7	660	11	220	2.27e-32	120	Q4R4I5	reviewed	LAP4A_MACFA	Lysosomal-associated transmembrane protein 4A	LAPTM4A QtrA-13112	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	233	GO:0005765; GO:0031902
5750	g8982	85.2207751701399	2.05381305326598	0.852686437968646	2.40863811339462	0.0160121664617626	0.0470254789479951	381	210	110	80	17	20	92	60	16	20	0	69	sp	Q8WXG9	AGRV1_HUMAN	34.77	1044	601	20	133	3117	5198	6210	5.92e-172	568	Q8WXG9	reviewed	AGRV1_HUMAN	Adhesion G-protein coupled receptor V1 (ADGRV1) (EC 3.4.-.-) (G-protein coupled receptor 98) (Monogenic audiogenic seizure susceptibility protein 1 homolog) (Usher syndrome type-2C protein) (Very large G-protein coupled receptor 1) [Cleaved into: ADGRV1 subunit alpha; ADGRV1 subunit beta]	ADGRV1 GPR98 KIAA0686 KIAA1943 MASS1 VLGR1	Homo sapiens (Human)	6306	GO:0001917; GO:0001965; GO:0002141; GO:0002142; GO:0004930; GO:0005509; GO:0005737; GO:0005886; GO:0007166; GO:0007186; GO:0007194; GO:0007399; GO:0007601; GO:0007605; GO:0009986; GO:0010739; GO:0010855; GO:0016020; GO:0016787; GO:0030501; GO:0031647; GO:0032420; GO:0043235; GO:0045184; GO:0045494; GO:0048496; GO:0048839; GO:0050877; GO:0050910; GO:0050953; GO:0060113; GO:0060122; GO:0060171; GO:0070062; GO:0071277; GO:0090037; GO:0097264; GO:0098609; GO:1990075; GO:1990696
5751	g16131	252.907086165809	1.01091018848605	0.376068923704322	2.68809817766507	0.00718602650780284	0.0245153535701924	254	243	207	567	147	290	217	146	325	175	191	146	sp	Q9NHD5	SAN_DROME	76.73	159	36	1	1	477	1	158	4.29e-90	264	Q9NHD5	reviewed	SAN_DROME	Probable N-acetyltransferase san (EC 2.3.1.258) (N-epsilon-acetyltransferase san) (EC 2.3.1.-) (Protein atado) (Protein separation anxiety)	san span CG12352	Drosophila melanogaster (Fruit fly)	184	GO:0000278; GO:0004596; GO:0005737; GO:0005829; GO:0006474; GO:0007064; GO:0008080; GO:0031248; GO:0031415
5752	g12498	5425.87193425816	6.18592441643959	0.759490815274871	8.1448311052989	3.79811676885894e-16	3.06002738069631e-14	11929	2343	2289	1643	18506	8057	99	219	247	43	319	74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5753	g12495	3984.71458100221	0.84462279680523	0.25238306661179	3.34659059398945	0.000818119416121103	0.00401211986487434	4631	3779	4172	6997	2759	3636	4684	3420	4121	3454	2076	3193	sp	O54782	MA2B2_MOUSE	44.592	1054	525	12	118	3270	19	1016	0	858	O54782	reviewed	MA2B2_MOUSE	Epididymis-specific alpha-mannosidase (EC 3.2.1.24) (Mannosidase alpha class 2B member 2)	Man2b2 Kiaa0935	Mus musculus (Mouse)	1018	GO:0004559; GO:0005576; GO:0005764; GO:0006013; GO:0008496; GO:0009313; GO:0030246; GO:0043202; GO:0046872
5754	g12493	3518.70567983607	5.72898623918275	0.537313794303949	10.6622727722899	1.52816604464478e-26	5.30361780917391e-24	5179	2705	2303	4358	11052	3665	339	113	92	189	165	103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5755	g15440	40.5363844983697	3.38765867233662	1.06460038171967	3.18209417402657	0.00146214267065797	0.00653960068831831	72	330	24	6	6	7	22	17	1	13	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5756	g12491	207.196092576838	1.53798777856873	0.45443657612937	3.38438378281173	0.000713382121341665	0.00355984158915917	265	195	178	162	398	202	173	96	102	83	86	231	sp	P0CJ79	ZN888_HUMAN	30.233	215	126	7	157	774	328	527	1.01e-16	88.2	P0CJ79	reviewed	ZN888_HUMAN	Zinc finger protein 888	ZNF888	Homo sapiens (Human)	718	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
5757	g2257	91.237659232678	-1.53601919541419	0.384688782596258	-3.99288792630663	6.52734241167697e-05	0.000466900929003982	43	77	57	51	15	12	153	125	191	222	160	125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5758	g2256	79.8618772147792	-1.52063811396387	0.346181024430924	-4.3926096656037	1.11998103353439e-05	0.000101264016594164	46	43	32	54	16	26	129	123	89	185	216	104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5759	g2251	81.0224636400736	-0.958444432508925	0.327879019816479	-2.92316487052263	0.0034649299453381	0.0134187962926002	71	35	54	36	33	54	174	69	86	162	187	103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5760	g2252	171.244491539972	-0.747292876990422	0.307489962877787	-2.43030006572097	0.0150863269950391	0.0447653639065226	178	107	137	127	80	39	314	317	304	249	189	190	sp	Q61164	CTCF_MOUSE	39.286	168	100	2	79	576	380	547	2.42e-35	140	Q61164	reviewed	CTCF_MOUSE	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)	Ctcf	Mus musculus (Mouse)	736	GO:0000122; GO:0000775; GO:0000793; GO:0000978; GO:0001221; GO:0001227; GO:0001228; GO:0001651; GO:0001652; GO:0001673; GO:0001701; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0006325; GO:0006346; GO:0006355; GO:0006357; GO:0007005; GO:0007059; GO:0007507; GO:0008285; GO:0010467; GO:0010628; GO:0010629; GO:0040029; GO:0043035; GO:0043565; GO:0044027; GO:0046872; GO:0055007; GO:0055013; GO:0060816; GO:0071459; GO:0071514; GO:0140297; GO:0140588; GO:1902895
5761	g12149	184.486696036247	-2.83252750099215	0.46179885589601	-6.13368237020924	8.58678790275984e-10	2.19187781161396e-08	65	35	48	84	7	10	679	433	365	408	301	249	sp	Q91Z92	B3GT6_MOUSE	49.492	295	142	3	139	1002	31	325	1.12e-107	320	Q91Z92	reviewed	B3GT6_MOUSE	Beta-1,3-galactosyltransferase 6 (Beta-1,3-GalTase 6) (Beta3Gal-T6) (Beta3GalT6) (EC 2.4.1.134) (GAG GalTII) (Galactosyltransferase II) (Galactosylxylosylprotein 3-beta-galactosyltransferase) (UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6)	B3galt6	Mus musculus (Mouse)	325	GO:0000139; GO:0005794; GO:0005797; GO:0006024; GO:0006493; GO:0015012; GO:0030166; GO:0030206; GO:0032580; GO:0047220
5762	g12141	322.909507536945	-0.778061388449947	0.277131835758112	-2.80754964986794	0.0049919983922648	0.0182001201990309	240	208	256	337	75	147	592	427	513	441	583	390	sp	D4A1X2	EXOSX_RAT	40.729	933	466	19	25	2745	14	885	0	643	D4A1X2	reviewed	EXOSX_RAT	Exosome complex component 10 (EC 3.1.13.-)	Exosc10	Rattus norvegicus (Rat)	885	GO:0000166; GO:0000175; GO:0000176; GO:0000178; GO:0000184; GO:0000460; GO:0000467; GO:0000791; GO:0000956; GO:0003727; GO:0004532; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006281; GO:0006396; GO:0006401; GO:0032040; GO:0032211; GO:0042274; GO:0046872; GO:0070034; GO:0071028; GO:0071034; GO:0071035; GO:0071036; GO:0071037; GO:0071038; GO:0071039; GO:0071040; GO:0071044; GO:0071051; GO:1904872; GO:1905746
5763	g12140	383.630786459238	1.72671971082882	0.392771186767796	4.39624842402111	1.10137876702392e-05	9.9882324665732e-05	570	920	231	373	573	229	380	188	227	202	167	170	sp	Q5I7G2	RXR_LYMST	30.769	234	130	7	187	882	228	431	4.73e-17	84.3	Q5I7G2	reviewed	RXR_LYMST	Retinoic acid receptor RXR (Retinoid X receptor) (LymRXR)	RXR	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	436	GO:0003707; GO:0004879; GO:0005634; GO:0005737; GO:0008270; GO:0016020; GO:0016918; GO:0030154; GO:0030426; GO:0032526; GO:0044323; GO:0048384
5764	g12143	1010.87861685849	7.55037415798377	0.880667551258879	8.57346696513436	1.0041534439383e-17	1.0123998437293e-15	1197	272	95	1479	3965	783	12	3	9	4	34	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5765	g12145	8303.91908702469	3.72592026739626	0.530315055516531	7.02586175639909	2.12749027443402e-12	8.99511724657952e-11	11079	6045	5414	13742	22969	7200	1796	1152	2082	874	1631	861	sp	Q6KAR6	EXOC3_MOUSE	24.848	656	395	19	163	2001	124	724	6.6e-48	184	Q6KAR6	reviewed	EXOC3_MOUSE	Exocyst complex component 3 (Exocyst complex component Sec6)	Exoc3 Sec6l1	Mus musculus (Mouse)	755	GO:0000145; GO:0000149; GO:0000281; GO:0005794; GO:0006887; GO:0006904; GO:0015031; GO:0030426; GO:0030496; GO:0030667; GO:0042734; GO:0048471; GO:0051601; GO:0090148; GO:0090522
5766	g12144	173.237776230668	3.62471402382866	0.672915460705651	5.38658157746533	7.18103440121624e-08	1.17179312544325e-06	522	112	173	356	294	116	45	40	38	46	0	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5767	g12146	402.762742776601	3.75430539129929	0.780658538704672	4.80915176759447	1.515720975092e-06	1.74009010416574e-05	617	641	269	357	1069	388	148	105	29	48	0	101	sp	Q5T089	MORN1_HUMAN	51.087	276	132	2	61	879	25	300	3.03e-87	281	Q5T089	reviewed	MORN1_HUMAN	MORN repeat-containing protein 1	MORN1	Homo sapiens (Human)	497	
5768	g16792	85.0790328763361	1.02979038508533	0.384414026094279	2.67885746924533	0.00738738320056252	0.0250130933768478	110	63	90	53	92	148	88	74	57	83	28	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5769	g16793	597.969720822906	1.54460640789431	0.364041210857382	4.24294382566326	2.20606671098721e-05	0.000180803296699301	918	436	682	369	823	1042	647	366	304	344	226	406	sp	Q80VP1	EPN1_MOUSE	37.407	540	173	14	1	1284	1	487	1.41e-72	243	Q80VP1	reviewed	EPN1_MOUSE	Epsin-1 (EPS-15-interacting protein 1) (Intersectin-EH-binding protein 1) (Ibp1)	Epn1	Mus musculus (Mouse)	575	GO:0001701; GO:0005543; GO:0005634; GO:0005768; GO:0005829; GO:0005886; GO:0005905; GO:0006897; GO:0007219; GO:0007565; GO:0030125; GO:0030276; GO:0035615; GO:0042734; GO:0044325; GO:0045211; GO:0048268; GO:0048568; GO:0090148; GO:0098685; GO:0098793; GO:0098794; GO:0140313; GO:1903671; GO:1905445
5770	g14798	3102.2795389786	3.17805936674403	1.04999337434458	3.02674230561484	0.00247204604318689	0.0101531668050509	584	1422	10937	91	174	15979	37	837	1372	184	931	718	sp	Q61830	MRC1_MOUSE	28.003	1182	729	54	1027	4398	240	1357	1.19e-104	370	Q61830	reviewed	MRC1_MOUSE	Macrophage mannose receptor 1 (MMR) (CD antigen CD206)	Mrc1	Mus musculus (Mouse)	1456	GO:0004888; GO:0005537; GO:0005886; GO:0006898; GO:0009986; GO:0010008; GO:0038023; GO:0038024; GO:0071222; GO:0071346; GO:0071353
5771	g14790	177.295392638309	-0.708144264434339	0.255324488201483	-2.77350703578234	0.00554556411932797	0.019848245181885	101	199	117	104	77	98	311	230	211	405	266	187	sp	A1A5G0	CLAP1_XENTR	53.586	237	105	2	16	711	5	241	4.29e-80	267	A1A5G0	reviewed	CLAP1_XENTR	CLIP-associating protein 1 (Cytoplasmic linker-associated protein 1)	clasp1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	1452	GO:0000776; GO:0005794; GO:0005813; GO:0005819; GO:0005874; GO:0007020; GO:0031023; GO:0031110; GO:0034453; GO:0051301; GO:1902903
5772	g14795	1375.82350906368	2.3319521620369	0.322820793644098	7.22367396385197	5.06014938796157e-13	2.3968639371271e-11	2036	1582	1455	1394	2304	2095	708	474	625	614	331	588	sp	Q6DGF4	ZFAN6_RAT	40	215	124	3	31	663	10	223	7.71e-34	124	Q6DGF4	reviewed	ZFAN6_RAT	AN1-type zinc finger protein 6 (Zinc finger A20 domain-containing protein 3)	Zfand6 Za20d3	Rattus norvegicus (Rat)	223	GO:0003677; GO:0005737; GO:0006625; GO:0006915; GO:0007165; GO:0008270; GO:0015031; GO:0031593; GO:0043066; GO:0043122; GO:0071356
5773	g16867	1539.91181744229	0.664854472829392	0.233815158071463	2.84350457991345	0.00446203681119709	0.0165555876504264	1935	1668	1457	1483	1545	1268	1962	1678	1313	1333	1496	940	sp	P70236	MP2K6_MOUSE	61.329	331	123	4	13	1005	7	332	4.11e-143	410	P70236	reviewed	MP2K6_MOUSE	Dual specificity mitogen-activated protein kinase kinase 6 (MAP kinase kinase 6) (MAPKK 6) (EC 2.7.12.2) (MAPK/ERK kinase 6) (MEK 6) (SAPKK3)	Map2k6 Prkmk6 Sapkk3	Mus musculus (Mouse)	334	GO:0000165; GO:0001649; GO:0001934; GO:0002931; GO:0004674; GO:0004708; GO:0004713; GO:0005524; GO:0005654; GO:0005829; GO:0005856; GO:0006915; GO:0009410; GO:0019901; GO:0022602; GO:0032308; GO:0038066; GO:0043065; GO:0043410; GO:0051403; GO:0051770; GO:0060048; GO:0060348; GO:0072709; GO:0106310; GO:0120163
5774	g16865	357.195442175276	1.39971270936895	0.286657441737481	4.88287588448795	1.04549683258339e-06	1.25619715962933e-05	499	380	318	641	370	354	414	251	257	171	189	182	sp	Q8NFI3	ENASE_HUMAN	35.827	695	381	16	31	1953	57	740	4.12e-120	377	Q8NFI3	reviewed	ENASE_HUMAN	Cytosolic endo-beta-N-acetylglucosaminidase (ENGase) (EC 3.2.1.96)	ENGASE	Homo sapiens (Human)	743	GO:0004553; GO:0005829; GO:0006457; GO:0033925
5775	g14421	255.554804203428	3.29709765826456	0.931766099225408	3.53854648822863	0.000402336429687945	0.0021956351819106	672	1308	274	5	18	440	73	106	19	18	7	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5776	g14422	1874.97173026939	1.70520693436627	0.263953564707936	6.46025347773984	1.04527745526625e-10	3.21364944381432e-09	2240	3517	2990	1629	1639	2760	1071	758	729	1281	1338	1138	sp	Q96P53	WDFY2_HUMAN	58.145	399	167	0	1	1197	1	399	0	524	Q96P53	reviewed	WDFY2_HUMAN	WD repeat and FYVE domain-containing protein 2 (Propeller-FYVE protein) (Prof) (WD40- and FYVE domain-containing protein 2) (Zinc finger FYVE domain-containing protein 22)	WDFY2 WDF2 ZFYVE22	Homo sapiens (Human)	400	GO:0001934; GO:0005769; GO:0031982; GO:0043231; GO:0045600; GO:0046872
5777	g19775	33.0201693299886	1.96913598926883	0.750699514568511	2.62306815317532	0.00871418389945489	0.0286456970552755	154	68	34	18	7	29	26	4	4	14	5	47	sp	Q6PCL0	TBX2B_XENLA	65	320	70	8	85	978	20	319	2.27e-128	397	Q6PCL0	reviewed	TBX2B_XENLA	T-box transcription factor TBX2-B (T-box protein 2-B)	tbx2-b	Xenopus laevis (African clawed frog)	691	GO:0000978; GO:0003700; GO:0005634; GO:0045893
5778	g24120	229.903970062131	-1.6805418078847	0.243606735602536	-6.8985851467861	5.25230058136302e-12	2.06510389089016e-10	78	119	107	96	53	110	602	324	325	407	568	336	sp	Q8WX92	NELFB_HUMAN	55.615	374	158	4	1	1098	207	580	5.9e-122	367	Q8WX92	reviewed	NELFB_HUMAN	Negative elongation factor B (NELF-B) (Cofactor of BRCA1)	NELFB COBRA1 KIAA1182	Homo sapiens (Human)	580	GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0008283; GO:0032021; GO:0034244; GO:0048863; GO:2000737
5779	g18429	24299.0184297539	0.745840289924738	0.238285553314468	3.13002731198079	0.00174790051198232	0.00759738934001563	24931	31766	20292	20680	23660	28683	23956	18939	20942	26299	19156	22175	sp	P62909	RS3_RAT	90.476	231	22	0	1	693	1	231	1.54e-152	428	P62909	reviewed	RS3_RAT	Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)	Rps3	Rattus norvegicus (Rat)	243	GO:0003677; GO:0003684; GO:0003723; GO:0003729; GO:0003735; GO:0003906; GO:0004520; GO:0005634; GO:0005730; GO:0005737; GO:0005743; GO:0005759; GO:0005829; GO:0005840; GO:0005886; GO:0006281; GO:0006284; GO:0006412; GO:0006915; GO:0006974; GO:0007059; GO:0008017; GO:0010628; GO:0014069; GO:0015631; GO:0017148; GO:0019899; GO:0019900; GO:0019901; GO:0022626; GO:0022627; GO:0030425; GO:0030544; GO:0031116; GO:0031334; GO:0031397; GO:0032357; GO:0032358; GO:0032587; GO:0032743; GO:0034614; GO:0042104; GO:0042981; GO:0044390; GO:0044877; GO:0045202; GO:0045738; GO:0045739; GO:0050862; GO:0051018; GO:0051225; GO:0051301; GO:0051879; GO:0061481; GO:0070181; GO:0070301; GO:0071159; GO:0071356; GO:0072686; GO:0097100; GO:0140078; GO:0140297; GO:1901224; GO:1902231; GO:1905053; GO:1990090; GO:1990904; GO:2001235
5780	g24127	313.072909013194	3.65194438788662	0.738231040232926	4.94688544487964	7.54103245730492e-07	9.41820157487764e-06	1731	203	241	37	457	394	50	32	29	17	55	140	sp	P37892	CBPE_LOPAM	51.942	206	94	4	1	609	225	428	1.57e-65	213	P37892	reviewed	CBPE_LOPAM	Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)	cpe	Lophius americanus (American angler) (Anglerfish)	454	GO:0004181; GO:0005576; GO:0006508; GO:0008270; GO:0030658
5781	g23569	445.566148150346	1.36392329100715	0.422289558768216	3.22982953920433	0.00123864043966266	0.0056821921745277	624	259	349	384	706	644	538	255	327	260	335	146	sp	B2LT62	TLR2_CAPIB	40.196	102	53	3	286	576	643	741	1.3e-10	67.8	B2LT62	reviewed	TLR2_CAPIB	Toll-like receptor 2 (CD antigen CD282)	TLR2	Capra ibex (Ibex)	784	GO:0002224; GO:0004888; GO:0005794; GO:0006954; GO:0030670; GO:0042497; GO:0045087; GO:0045121; GO:0061809; GO:0071726; GO:0071727
5782	g23567	1692.94355742933	0.913538531173515	0.246719963602666	3.70273454094999	0.000213288024828435	0.00128951724759758	2396	2096	1652	1471	1708	1734	2336	1105	1049	1799	849	1680	sp	Q5TJG6	BRD2_CANLF	76.761	142	33	0	1180	1605	317	458	5.72e-69	253	Q5TJG6	reviewed	BRD2_CANLF	Bromodomain-containing protein 2	BRD2	Canis lupus familiaris (Dog) (Canis familiaris)	803	GO:0000785; GO:0003682; GO:0005634; GO:0006334; GO:0006338; GO:0006355; GO:0006357; GO:0070577; GO:0071168; GO:0140588; GO:2000330
5783	g23562	202.043902445044	1.43868959423082	0.459783100674065	3.1290614903454	0.00175365605897656	0.00762057088763545	180	256	116	404	247	204	103	79	153	181	193	61	sp	Q921Y2	IMP3_MOUSE	62.57	179	66	1	1	534	2	180	2.4e-86	254	Q921Y2	reviewed	IMP3_MOUSE	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3)	Imp3	Mus musculus (Mouse)	184	GO:0005654; GO:0005730; GO:0006364; GO:0019843; GO:0030515; GO:0030684; GO:0032040; GO:0034457; GO:0042274
5784	g23560	57.5364930558034	-1.84007424483912	0.567792398042026	-3.24075181560096	0.00119214926466192	0.0055180091765462	36	29	43	22	0	14	129	61	59	90	122	188	sp	Q62381	TLL1_MOUSE	27.292	469	277	21	631	1995	462	880	2.72e-26	121	Q62381	reviewed	TLL1_MOUSE	Tolloid-like protein 1 (mTll) (EC 3.4.24.-)	Tll1 Tll	Mus musculus (Mouse)	1013	GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0008270; GO:0009953; GO:0016485; GO:0030154
5785	g17226	244.973059256725	3.42179473478913	0.732608744793745	4.67069873122042	3.00176915224631e-06	3.20125579481656e-05	314	220	277	689	418	193	69	74	19	67	0	84	sp	Q8AV58	SDK1_CHICK	31.69	142	90	4	79	501	10	145	1.41e-13	77.4	Q8AV58	reviewed	SDK1_CHICK	Protein sidekick-1	SDK1	Gallus gallus (Chicken)	2169	GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0042802; GO:0045202
5786	g17225	844.971667663612	3.31687715420699	0.473745096571017	7.0013962745254	2.53424019827893e-12	1.06114693406821e-10	1145	770	768	2328	1558	578	337	286	78	162	137	165	sp	Q6V4S5	SDK2_MOUSE	31.809	940	450	26	1	2394	1286	2176	9.82e-108	367	Q6V4S5	reviewed	SDK2_MOUSE	Protein sidekick-2	Sdk2 Kiaa1514	Mus musculus (Mouse)	2176	GO:0005886; GO:0007156; GO:0007416; GO:0010842; GO:0045202; GO:0060219
5787	g17223	71.8079892564845	-1.53365274053452	0.407168328291897	-3.76663073714085	0.000165465454044693	0.00103938567669494	51	51	40	10	14	34	119	91	117	120	216	92	sp	Q5ZL26	KPRB_CHICK	67.347	147	45	1	7	438	14	160	4.45e-75	212	Q5ZL26	reviewed	KPRB_CHICK	Phosphoribosyl pyrophosphate synthase-associated protein 2 (PRPP synthase-associated protein 2)	PRPSAP2 RCJMB04_8b17	Gallus gallus (Chicken)	369	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164
