gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g11275	12727.90389	8.345704818	0.824952303	10.11659072	4.66E-24	1.05E-21	20229	6253	12362	204	23139	54671	175	95	42	25	110	132	sp	Q8TE57	ATS16_HUMAN	36.17	94	57	2	223	495	87	180	1.11E-08	58.2	Q8TE57	reviewed	ATS16_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-)	ADAMTS16 KIAA2029	Homo sapiens (Human)	1224	GO:0001658; GO:0003073; GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872; GO:0048232; GO:1902017
g16700	1823.125097	-2.767802233	0.548017331	-5.050574274	4.40E-07	5.84E-06	900	101	296	269	544	143	3769	2607	2511	2837	4716	6095	sp	Q9R0S2	MMP24_MOUSE	33.012	518	292	17	124	1599	56	544	9.63E-68	233	Q9R0S2	reviewed	MMP24_MOUSE	Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Matrix metalloproteinase-21) (MMP-21) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24]	Mmp24 Mmp21 Mt5mmp	Mus musculus (Mouse)	618	GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0097150; GO:0098742
g7450	11690.72658	3.792867194	0.783797504	4.839090674	1.30E-06	1.53E-05	45479	4626	2011	12639	6304	42963	2706	5110	1409	1028	1253	159	sp	Q15485	FCN2_HUMAN	57.277	213	89	2	433	1068	102	313	3.09E-79	248	Q15485	reviewed	FCN2_HUMAN	Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35)	FCN2 FCNL	Homo sapiens (Human)	313	GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0006508; GO:0008228; GO:0009897; GO:0043394; GO:0043654; GO:0046872; GO:0048306; GO:0050829; GO:0050830; GO:0062023; GO:0070062; GO:0072562; GO:0097367; GO:1903028; GO:1905370; GO:2001065
g14701	901.5490025	-1.230814377	0.398042377	-3.092169201	0.001986996	0.008451404	531	642	525	698	200	270	1544	1876	2671	1246	465	1292	sp	P80912	HINT1_RABIT	61.538	130	46	1	1	390	1	126	2.48E-54	169	P80912	reviewed	HINT1_RABIT	Adenosine 5'-monophosphoramidase HINT1 (EC 3.9.1.-) (Desumoylating isopeptidase HINT1) (EC 3.4.22.-) (Histidine triad nucleotide-binding protein 1) (P13.7)	HINT1 HINT	Oryctolagus cuniculus (Rabbit)	126	GO:0000118; GO:0000166; GO:0005634; GO:0005737; GO:0006355; GO:0006508; GO:0009154; GO:0016787; GO:0016926; GO:0016929; GO:0043530; GO:0072332
g9583	860.9489486	1.196239732	0.413628489	2.892063201	0.003827209	0.014566042	994	777	830	2445	591	427	1125	623	486	554	734	391	sp	Q9NVE5	UBP40_HUMAN	52.143	420	186	6	1	1248	1	409	3.57E-110	381	Q9NVE5	reviewed	UBP40_HUMAN	Ubiquitin carboxyl-terminal hydrolase 40 (EC 3.4.19.12) (Deubiquitinating enzyme 40) (Ubiquitin thioesterase 40) (Ubiquitin-specific-processing protease 40)	USP40	Homo sapiens (Human)	1235	GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579
g22850	4.223768597	-5.278798175	2.168391203	-2.434430728	0.014915234	0.044345179	0	0	0	0	0	0	3	11	0	42	0	7	sp	P10394	POL4_DROME	30.556	180	122	1	529	1068	1014	1190	2.17E-17	89	P10394	reviewed	POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	POL ORF3	Drosophila melanogaster (Fruit fly)	1237	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
g11751	20951.15958	4.143968084	1.126981563	3.677050468	0.000235946	0.001403006	1560	18770	61533	125	1090	121843	177	1152	5348	870	4565	2580	sp	P49275	DERF3_DERFA	38.258	264	141	9	1	759	4	256	4.07E-43	150	P49275	reviewed	DERF3_DERFA	Mite allergen Der f 3 (EC 3.4.21.-) (Allergen Der f III) (allergen Der f 3)	DERF3	Dermatophagoides farinae (American house dust mite)	259	GO:0004252; GO:0005576; GO:0006508
g11752	18553.96931	4.746901274	1.128440746	4.206602155	2.59E-05	0.000207196	1484	18447	71466	122	747	96575	110	600	3473	566	2739	1236	sp	P70059	TRY2_XENLA	40.769	260	130	9	1	768	1	240	3.17E-52	173	P70059	reviewed	TRY2_XENLA	Trypsin (EC 3.4.21.4)		Xenopus laevis (African clawed frog)	244	GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0046872
g4774	8421.655995	4.366257643	1.138470977	3.835194511	0.000125465	0.000821577	346	5341	32860	66	267	45382	102	447	1880	309	1362	1032	sp	Q6P8K8	CBPA4_MOUSE	36.765	408	230	10	61	1260	21	408	2.75E-77	249	Q6P8K8	reviewed	CBPA4_MOUSE	Carboxypeptidase A4 (EC 3.4.17.-)	Cpa4	Mus musculus (Mouse)	420	GO:0004181; GO:0005615; GO:0006508; GO:0008270; GO:0042447; GO:0043171
g19541	5551.652022	4.007329938	0.629337204	6.367540186	1.92E-10	5.65E-09	12536	4402	3601	1620	15936	7807	627	381	599	545	1524	834	sp	Q9ULZ9	MMP17_HUMAN	37.037	486	289	8	103	1536	47	523	1.07E-92	298	Q9ULZ9	reviewed	MMP17_HUMAN	Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP)	MMP17 MT4MMP	Homo sapiens (Human)	603	GO:0001822; GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008047; GO:0008270; GO:0030198; GO:0030574; GO:0031012; GO:0042756; GO:0070006; GO:0098552
g19543	4.709831446	5.949949498	1.98304813	3.000405996	0.0026962	0.01093691	11	19	8	0	10	0	0	0	0	0	0	0	sp	Q99542	MMP19_HUMAN	36	250	146	7	1	729	230	472	2.07E-40	149	Q99542	reviewed	MMP19_HUMAN	Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18)	MMP19 MMP18 RASI	Homo sapiens (Human)	508	GO:0001525; GO:0004222; GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030154; GO:0030198; GO:0030574; GO:0031012
g11953	297.3882082	-1.130581544	0.221069622	-5.114142463	3.15E-07	4.34E-06	212	200	134	225	73	137	656	589	435	587	340	407	sp	A0A0R4IB93	UBP48_DANRE	51.579	760	332	7	1	2232	1	740	0	789	A0A0R4IB93	reviewed	UBP48_DANRE	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Ubiquitin specific peptidase 48)	usp48	Danio rerio (Zebrafish) (Brachydanio rerio)	1047	GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579; GO:1904888
g11952	140.4312821	-1.227259964	0.280960542	-4.368086548	1.25E-05	0.000111319	79	86	130	74	37	42	250	336	163	246	239	190	sp	Q86UV5	UBP48_HUMAN	43.446	267	127	8	4	750	774	1034	1.74E-44	163	Q86UV5	reviewed	UBP48_HUMAN	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Deubiquitinating enzyme 48) (Ubiquitin thioesterase 48) (Ubiquitin-specific peptidase 48) (Ubiquitin-specific protease 48) (Ubiquitin-specific-processing protease 48)	USP48 USP31	Homo sapiens (Human)	1035	GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0005929; GO:0006508; GO:0016579; GO:0101005
g11951	629.5924367	4.692883768	1.295698325	3.621895374	0.000292452	0.001686765	53	652	2933	4	25	2851	0	28	189	4	25	61	sp	P07478	TRY2_HUMAN	45.175	228	113	3	64	747	24	239	7.40E-63	200	P07478	reviewed	TRY2_HUMAN	Trypsin-2 (EC 3.4.21.4) (Anionic trypsinogen) (Serine protease 2) (Trypsin II)	PRSS2 TRY2 TRYP2	Homo sapiens (Human)	247	GO:0004222; GO:0004252; GO:0005509; GO:0005576; GO:0005615; GO:0006508; GO:0007586; GO:0008236; GO:0019730; GO:0022617; GO:0030307; GO:0030574; GO:0031012; GO:0035578; GO:0045785
g11950	3083.121072	4.588018987	1.199343077	3.825443341	0.000130537	0.000848326	198	4049	16499	38	75	11650	6	213	1091	125	136	58	sp	Q8NHM4	TRY6_HUMAN	44.13	247	118	7	25	756	13	242	1.95E-52	174	Q8NHM4	reviewed	TRY6_HUMAN	Putative trypsin-6 (EC 3.4.21.4) (Serine protease 3 pseudogene 2) (Trypsinogen C)	PRSS3P2 T6 TRY6	Homo sapiens (Human)	247	GO:0004252; GO:0005615; GO:0006508; GO:0043542; GO:0046872
g11955	595.2236394	4.038986875	1.433739767	2.817099009	0.004845958	0.017760969	26	269	2193	0	11	3346	0	38	250	29	77	54	sp	P39675	DERP3_DERPT	39.516	248	133	6	64	792	25	260	1.45E-47	162	P39675	reviewed	DERP3_DERPT	Mite allergen Der p 3 (EC 3.4.21.-) (Allergen Der p III) (allergen Der p 3)	DERP3	Dermatophagoides pteronyssinus (European house dust mite)	261	GO:0004252; GO:0005576; GO:0006508
g11954	901.2395204	4.328635588	1.130902955	3.827592428	0.000129403	0.000841561	122	826	2539	10	8	5379	15	71	213	27	180	57	sp	Q07943	VDP_BOMMO	35.032	157	88	3	142	606	105	249	1.19E-26	105	Q07943	reviewed	VDP_BOMMO	Vitellin-degrading protease (EC 3.4.21.-) [Cleaved into: Beta-VTN protease; Alpha-VTN protease chain 1; Alpha-VTN protease chain 2]		Bombyx mori (Silk moth)	264	GO:0004252; GO:0006508
g5273	217.7233766	-1.204791521	0.362415821	-3.324334785	0.000886297	0.004276992	137	251	177	44	34	93	569	415	272	433	282	299	sp	B2RYG6	OTUB1_RAT	62.302	252	94	1	55	807	19	270	3.59E-107	314	B2RYG6	reviewed	OTUB1_RAT	Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (Ubiquitin-specific-processing protease OTUB1)	Otub1	Rattus norvegicus (Rat)	271	GO:0002250; GO:0004843; GO:0005737; GO:0006281; GO:0006508; GO:0006974; GO:0016579; GO:0019784; GO:0031625; GO:0043130; GO:0055105; GO:0071108; GO:0071347; GO:1904263; GO:2000780
g7821	33.74957044	-2.63249008	0.844970054	-3.115483284	0.001836438	0.007915498	7	25	0	17	2	0	75	40	85	69	103	43	sp	P0C872	JMJD7_MOUSE	27.451	306	169	10	313	1191	28	293	4.11E-30	121	P0C872	reviewed	JMJD7_MOUSE	Bifunctional peptidase and (3S)-lysyl hydroxylase Jmjd7 (EC 1.14.11.63) (EC 3.4.-.-) (JmjC domain-containing protein 7) (Jumonji domain-containing protein 7) (L-lysine (3S)-hydroxylase Jmjd7)	Jmjd7	Mus musculus (Mouse)	316	GO:0004175; GO:0004177; GO:0004497; GO:0005634; GO:0005737; GO:0006508; GO:0016706; GO:0035064; GO:0046872; GO:0106155
g1360	167.9180628	-1.410702046	0.319926767	-4.409453011	1.04E-05	9.47E-05	114	102	150	41	32	64	447	315	164	384	321	189	sp	B6MUN4	MYSM1_BRAFL	44.504	373	156	6	1834	2937	438	764	4.45E-91	311	B6MUN4	reviewed	MYSM1_BRAFL	"Histone H2A deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)"	MYSM1 BRAFLDRAFT_86936	Branchiostoma floridae (Florida lancelet) (Amphioxus)	809	GO:0003677; GO:0003713; GO:0005634; GO:0006338; GO:0006508; GO:0042393; GO:0045944; GO:0046872; GO:0140492; GO:0140950
g20679	361.5560455	-1.562336242	0.225691043	-6.922455677	4.44E-12	1.78E-10	161	219	237	98	70	188	1036	731	511	702	506	548	sp	P13676	ACPH_RAT	48.333	720	354	11	52	2175	13	726	0	629	P13676	reviewed	ACPH_RAT	Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase)	Apeh	Rattus norvegicus (Rat)	732	GO:0004252; GO:0005737; GO:0006508; GO:0008242; GO:0042802; GO:0050435
g3140	1068.943345	0.868411909	0.219408412	3.957969985	7.56E-05	0.000530704	1864	1169	1559	855	700	1142	1548	1130	806	917	478	811	sp	P10619	PPGB_HUMAN	43.167	461	232	7	139	1458	29	480	1.46E-128	385	P10619	reviewed	PPGB_HUMAN	Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain]	CTSA PPGB	Homo sapiens (Human)	480	GO:0004180; GO:0004185; GO:0005576; GO:0005764; GO:0005783; GO:0006508; GO:0006886; GO:0008047; GO:0016020; GO:0031647; GO:0035578; GO:0043202; GO:0043231; GO:0070062; GO:1904714; GO:1904715
g17411	1281.054384	0.946694321	0.320322921	2.95543734	0.003122261	0.012340658	880	2212	1883	976	950	1733	1757	966	573	1712	664	966	sp	Q70CQ4	UBP31_HUMAN	40.026	767	358	16	733	2880	126	841	1.46E-169	535	Q70CQ4	reviewed	UBP31_HUMAN	Ubiquitin carboxyl-terminal hydrolase 31 (EC 3.4.19.12) (Deubiquitinating enzyme 31) (Ubiquitin thioesterase 31) (Ubiquitin-specific-processing protease 31)	USP31 KIAA1203	Homo sapiens (Human)	1352	GO:0004843; GO:0005634; GO:0006508; GO:0016579
g22762	793.6411153	1.784344763	0.550833283	3.239355387	0.001198002	0.005537997	2122	1070	799	143	1110	959	616	470	625	513	84	348	sp	A0A182C2Z2	OVCH_HALRO	35	340	186	13	2041	2979	545	876	1.04E-41	171	A0A182C2Z2	reviewed	OVCH_HALRO	Ovochymase (HrOVCH) (EC 3.4.21.-)	OVCH	Halocynthia roretzi (Sea squirt) (Cynthia roretzi)	1575	GO:0004252; GO:0005576; GO:0006508; GO:0007340; GO:0009566; GO:0048477
g23544	122.3508877	3.426552798	1.30688595	2.621921827	0.008743548	0.028731759	275	225	33	27	98	480	120	0	3	66	0	0	sp	Q8R4K8	PAPP1_MOUSE	35.924	1055	565	33	1468	4470	620	1617	0	605	Q8R4K8	reviewed	PAPP1_MOUSE	Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A)	Pappa	Mus musculus (Mouse)	1624	GO:0004175; GO:0004222; GO:0005615; GO:0006508; GO:0007166; GO:0007565; GO:0030163; GO:0032354; GO:0046872; GO:0071548
g21781	1339.474909	1.510116395	0.281941285	5.356137881	8.50E-08	1.35E-06	2248	3163	1732	743	1252	1271	1229	648	886	887	689	795	sp	Q6TH47	STBPA_DANRE	51.282	195	91	3	829	1413	228	418	3.09E-66	221	Q6TH47	reviewed	STBPA_DANRE	STAM-binding protein-like A (EC 3.4.19.-)	stambpa amsh stambp	Danio rerio (Zebrafish) (Brachydanio rerio)	418	GO:0005768; GO:0006508; GO:0032154; GO:0046872; GO:0061578; GO:0070536; GO:0140492
g15116	343.2363649	3.051598389	0.922645461	3.307444211	0.000941515	0.004510622	135	424	1239	17	8	1471	112	27	133	34	66	156	sp	O57579	AMPN_CHICK	40.603	431	214	8	1	1206	550	967	5.11E-102	327	O57579	reviewed	AMPN_CHICK	Aminopeptidase Ey (EC 3.4.11.20) (Aminopeptidase N)	ANPEP APDE	Gallus gallus (Chicken)	972	GO:0005615; GO:0005737; GO:0005886; GO:0006508; GO:0008270; GO:0042277; GO:0043171; GO:0070006
g15115	321.4210744	3.036201192	0.912700809	3.326611701	0.000879088	0.004247964	194	415	1213	41	12	1239	71	26	179	12	31	166	sp	P15145	AMPN_PIG	46.889	450	219	6	460	1791	71	506	2.66E-129	406	P15145	reviewed	AMPN_PIG	Aminopeptidase N (AP-N) (pAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (gp130) (CD antigen CD13)	ANPEP	Sus scrofa (Pig)	963	GO:0001525; GO:0001618; GO:0005615; GO:0005737; GO:0005886; GO:0006508; GO:0008270; GO:0030154; GO:0042277; GO:0043171; GO:0070006
g19176	2635.5521	4.682984137	1.109144046	4.22216046	2.42E-05	0.000195211	218	1949	6377	19	164	17052	19	96	454	120	382	231	sp	P00730	CBPA1_BOVIN	35.865	237	146	4	16	717	22	255	3.50E-42	152	P00730	reviewed	CBPA1_BOVIN	Carboxypeptidase A1 (EC 3.4.17.1)	CPA1 CPA	Bos taurus (Bovine)	419	GO:0004181; GO:0005615; GO:0006508; GO:0006691; GO:0008270
g22787	276.0163014	-4.52466801	1.070668231	-4.226022477	2.38E-05	0.000192563	35	74	12	8	0	8	1002	665	1030	415	0	814	sp	Q8NF86	PRS33_HUMAN	33.333	267	143	11	364	1128	31	274	1.71E-30	123	Q8NF86	reviewed	PRS33_HUMAN	Serine protease 33 (EC 3.4.21.-) (Serine protease EOS)	PRSS33	Homo sapiens (Human)	280	GO:0004252; GO:0005615; GO:0005737; GO:0006508; GO:0070528
g19847	85563.9495	8.713121243	0.945406375	9.216270882	3.08E-20	4.44E-18	153892	14989	57560	854	113118	462346	1071	427	130	83	502	859	sp	O77656	MMP13_BOVIN	42.586	263	125	7	514	1299	24	261	1.44E-49	184	O77656	reviewed	MMP13_BOVIN	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	MMP13	Bos taurus (Bovine)	471	GO:0004175; GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030198; GO:0030574; GO:0031012; GO:0060349
g3626	81.11280127	2.064172978	0.829859735	2.487375746	0.01286894	0.039370361	84	353	96	24	0	185	69	48	12	44	29	36	sp	Q86V25	VASH2_HUMAN	58.661	254	105	0	61	822	41	294	5.32E-114	338	Q86V25	reviewed	VASH2_HUMAN	Tubulinyl-Tyr carboxypeptidase 2 (EC 3.4.17.17) (Vasohibin-2) (Vasohibin-like protein)	VASH2 VASHL	Homo sapiens (Human)	355	GO:0000768; GO:0001938; GO:0003779; GO:0004181; GO:0005576; GO:0005737; GO:0005829; GO:0005856; GO:0006508; GO:0008017; GO:0045765; GO:0045766; GO:0060716; GO:0061564; GO:0106423; GO:0140253
g19283	23.58409797	-1.944802609	0.688149597	-2.826133472	0.004711363	0.017352238	11	6	23	12	0	3	39	53	9	67	66	36	sp	Q8I7P9	POL5_DROME	36.719	128	78	2	7	390	455	579	5.51E-18	82.8	Q8I7P9	reviewed	POL5_DROME	Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	pol	Drosophila melanogaster (Fruit fly)	1003	GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
g23897	622.8358486	2.278637709	0.564686035	4.035229431	5.45E-05	0.000397595	1792	1693	1117	513	388	296	133	268	107	358	65	578	sp	Q3SYW2	CO2_BOVIN	30.631	444	261	15	628	1869	32	458	2.03E-48	185	Q3SYW2	reviewed	CO2_BOVIN	Complement C2 (EC 3.4.21.43) (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment]	C2	Bos taurus (Bovine)	750	GO:0004252; GO:0005576; GO:0006508; GO:0006956; GO:0006958; GO:0009617; GO:0045087; GO:0046872
g852	17818.50189	2.600052748	0.755829869	3.439997353	0.00058172	0.003008935	37616	2844	4966	16899	39870	33146	2927	5924	10253	1018	10363	3542	sp	P90850	YCF2E_CAEEL	47.465	434	204	13	31	1308	14	431	4.94E-125	373	P90850	reviewed	YCF2E_CAEEL	Uncharacterized peptidase C1-like protein F26E4.3	F26E4.3	Caenorhabditis elegans	452	GO:0005615; GO:0006508; GO:0008234
g21351	3080.631414	0.550595277	0.222826793	2.470956343	0.013475227	0.040878705	4578	2988	5133	3544	1490	1933	4680	2784	3006	2518	3028	2424	sp	P53634	CATC_HUMAN	51.481	439	174	5	52	1257	24	460	1.89E-159	460	P53634	reviewed	CATC_HUMAN	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	CTSC CPPI	Homo sapiens (Human)	463	GO:0001913; GO:0004197; GO:0004252; GO:0005576; GO:0005615; GO:0005654; GO:0005764; GO:0005788; GO:0005813; GO:0006508; GO:0006955; GO:0008234; GO:0008239; GO:0016020; GO:0016505; GO:0019902; GO:0030134; GO:0031404; GO:0031642; GO:0033116; GO:0035578; GO:0042802; GO:0043231; GO:0051087; GO:0051603; GO:0062023; GO:0070062; GO:1903052; GO:1903980; GO:2001235
g4298	24016.88942	4.582183607	1.143437549	4.00737549	6.14E-05	0.0004418	2791	35311	148219	266	547	71586	74	1677	7330	644	1638	1326	sp	P80146	SEPR_THESR	41.47	381	195	9	52	1119	30	407	4.46E-80	254	P80146	reviewed	SEPR_THESR	Extracellular serine proteinase (EC 3.4.21.-)		Thermus sp. (strain Rt41A)	410	GO:0004252; GO:0005615; GO:0006508
g4297	17774.42361	4.061551355	1.12021555	3.625687355	0.000288194	0.001665397	1303	16600	65815	102	958	91683	177	980	3525	788	5197	2450	sp	P80146	SEPR_THESR	40.938	320	168	8	205	1128	98	408	4.13E-50	176	P80146	reviewed	SEPR_THESR	Extracellular serine proteinase (EC 3.4.21.-)		Thermus sp. (strain Rt41A)	410	GO:0004252; GO:0005615; GO:0006508
g4296	5554.008604	4.260170494	1.122345928	3.795773111	0.000147184	0.000942929	463	4873	25529	42	330	25282	26	428	1352	184	1125	490	sp	P80146	SEPR_THESR	39.474	380	200	9	58	1119	33	408	5.03E-55	189	P80146	reviewed	SEPR_THESR	Extracellular serine proteinase (EC 3.4.21.-)		Thermus sp. (strain Rt41A)	410	GO:0004252; GO:0005615; GO:0006508
g22664	477.7752765	0.78055471	0.229636009	3.399095433	0.000676091	0.003399671	735	594	597	609	288	360	502	377	584	300	389	378	sp	P48147	PPCE_HUMAN	68.794	705	203	1	4	2067	4	708	0	1049	P48147	reviewed	PPCE_HUMAN	Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)	PREP PEP	Homo sapiens (Human)	710	GO:0004252; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008236; GO:0016020; GO:0070012
g11962	259.3519209	-0.718223069	0.251062272	-2.860736749	0.004226578	0.0158284	181	216	212	172	84	166	555	302	308	548	190	499	sp	Q5T2D3	OTUD3_HUMAN	42.773	339	158	7	25	990	8	327	1.17E-85	269	Q5T2D3	reviewed	OTUD3_HUMAN	OTU domain-containing protein 3 (EC 3.4.19.12)	OTUD3 KIAA0459	Homo sapiens (Human)	398	GO:0004843; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0016579; GO:0031669; GO:0035871; GO:0044313; GO:0050821; GO:0051898; GO:0071108; GO:1990167
g14920	10.84119094	-2.700735068	0.904902147	-2.984560347	0.002839862	0.011434847	3	0	8	5	0	0	10	27	17	40	29	10	sp	P0CT40	TF29_SCHPO	34.884	129	82	1	16	396	545	673	7.50E-17	79.3	P0CT40	reviewed	TF29_SCHPO	Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)	Tf2-9 SPBC9B6.02c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1333	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872
g1886	1211.872337	-2.107676843	0.244116145	-8.633910084	5.93E-18	6.37E-16	405	524	668	308	198	330	4938	1841	2537	2434	1638	1659	sp	Q3UVK0	ERMP1_MOUSE	39.571	839	480	12	187	2697	85	898	0	604	Q3UVK0	reviewed	ERMP1_MOUSE	Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina)	Ermp1 D19Wsu12e Fxna Kiaa1815	Mus musculus (Mouse)	898	GO:0001541; GO:0005789; GO:0006508; GO:0008235; GO:0030968; GO:0034599; GO:0046872
g1147	483.0475469	1.915050831	0.325954458	5.875209818	4.22E-09	9.25E-08	1479	789	813	450	296	395	420	218	281	202	112	282	sp	Q8C1A5	THOP1_MOUSE	63.262	656	241	0	25	1992	22	677	0	870	Q8C1A5	reviewed	THOP1_MOUSE	Thimet oligopeptidase (EC 3.4.24.15)	Thop1	Mus musculus (Mouse)	687	GO:0004222; GO:0005758; GO:0006508; GO:0006518; GO:0008233; GO:0035556; GO:0042277; GO:0043171; GO:0046872
g2495	166.7728598	7.291800654	0.986936172	7.388320404	1.49E-13	7.78E-12	286	315	217	20	551	71	5	7	0	0	0	4	sp	P55112	NAS4_CAEEL	36.15	213	132	3	157	786	78	289	1.78E-43	153	P55112	reviewed	NAS4_CAEEL	Zinc metalloproteinase nas-4 (EC 3.4.24.-) (Nematode astacin 4)	nas-4 C05D11.6	Caenorhabditis elegans	315	GO:0004222; GO:0005576; GO:0006508; GO:0008270
g2494	3341.230009	-3.076557126	0.630759681	-4.877542461	1.07E-06	1.29E-05	1265	297	832	224	832	44	7738	2978	6440	10328	5461	10375	sp	P55115	NAS15_CAEEL	29.56	477	276	9	268	1575	114	571	1.56E-52	196	P55115	reviewed	NAS15_CAEEL	Zinc metalloproteinase nas-15 (EC 3.4.24.-) (Nematode astacin 15)	nas-15 T04G9.2	Caenorhabditis elegans	571	GO:0004222; GO:0005576; GO:0006508; GO:0008270
g22266	24810.35123	-1.374495052	0.46841259	-2.934368292	0.003342274	0.013022024	9410	3878	10566	6053	16034	16510	50184	49455	57622	31792	38203	30786	sp	Q5G265	NETR_SAGLB	36.823	554	264	17	2134	3681	365	870	9.83E-88	307	Q5G265	reviewed	NETR_SAGLB	Neurotrypsin (EC 3.4.21.-) (Serine protease 12)	PRSS12	Saguinus labiatus (Red-chested mustached tamarin)	875	GO:0004252; GO:0005576; GO:0005886; GO:0006508; GO:0006887; GO:0030424
