gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g1917	1446.970262	-2.704297045	0.48941083	-5.525617498	3.28E-08	5.58E-07	428	284	438	91	461	108	4358	2333	1483	4341	3303	2843	sp	Q9UKP5	ATS6_HUMAN	51.208	869	403	11	127	2697	258	1117	0	909	Q9UKP5	reviewed	ATS6_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 6 (ADAM-TS 6) (ADAM-TS6) (ADAMTS-6) (EC 3.4.24.-)	ADAMTS6	Homo sapiens (Human)	1117	GO:0001822; GO:0003279; GO:0004222; GO:0005576; GO:0006508; GO:0008237; GO:0030198; GO:0031012; GO:0035904; GO:0046872; GO:0060976
g11906	266.3242735	-0.795379564	0.26472268	-3.004576575	0.002659508	0.010537708	176	226	193	96	128	176	521	365	407	308	503	337	sp	Q99497	PARK7_HUMAN	63.388	183	67	0	7	555	6	188	9.90E-76	228	Q99497	reviewed	PARK7_HUMAN	"Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)"	PARK7	Homo sapiens (Human)	189	GO:0000785; GO:0001933; GO:0002866; GO:0003713; GO:0003729; GO:0005102; GO:0005507; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005758; GO:0005759; GO:0005783; GO:0005829; GO:0005886; GO:0005912; GO:0006281; GO:0006469; GO:0006508; GO:0006517; GO:0006914; GO:0006954; GO:0006979; GO:0007005; GO:0007265; GO:0007338; GO:0008233; GO:0008344; GO:0009438; GO:0010273; GO:0010628; GO:0010629; GO:0016532; GO:0016605; GO:0016684; GO:0019249; GO:0019826; GO:0019899; GO:0019900; GO:0019955; GO:0030073; GO:0030424; GO:0031334; GO:0031397; GO:0032091; GO:0032148; GO:0032435; GO:0032757; GO:0033138; GO:0033234; GO:0033864; GO:0034599; GO:0036470; GO:0036471; GO:0036478; GO:0036524; GO:0036526; GO:0036527; GO:0036528; GO:0036529; GO:0036530; GO:0036531; GO:0042593; GO:0042743; GO:0042802; GO:0042803; GO:0043523; GO:0043524; GO:0044297; GO:0044388; GO:0044390; GO:0044877; GO:0045121; GO:0045296; GO:0045340; GO:0045944; GO:0046295; GO:0046826; GO:0048471; GO:0050681; GO:0050727; GO:0050787; GO:0050821; GO:0051091; GO:0051444; GO:0051583; GO:0051881; GO:0051897; GO:0051899; GO:0051920; GO:0060081; GO:0060765; GO:0061691; GO:0061727; GO:0070062; GO:0070301; GO:0070994; GO:0097110; GO:0098793; GO:0106044; GO:0106045; GO:0106046; GO:0110095; GO:0140041; GO:0140297; GO:1900182; GO:1901671; GO:1901984; GO:1902176; GO:1902177; GO:1902236; GO:1902903; GO:1902958; GO:1903073; GO:1903094; GO:1903122; GO:1903135; GO:1903136; GO:1903168; GO:1903178; GO:1903181; GO:1903189; GO:1903197; GO:1903200; GO:1903376; GO:1903377; GO:1903384; GO:1903427; GO:1903428; GO:1903599; GO:1903751; GO:1905259; GO:1990381; GO:1990422; GO:2000157; GO:2000379; GO:2000679; GO:2000825; GO:2001237; GO:2001268
g9401	191.9693251	0.58220303	0.223061801	2.610052586	0.009052831	0.028773699	206	197	307	189	90	223	208	216	154	192	184	161	sp	O76031	CLPX_HUMAN	64.062	128	46	0	1	384	487	614	1.47E-45	159	O76031	reviewed	CLPX_HUMAN	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	CLPX	Homo sapiens (Human)	633	GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006508; GO:0008270; GO:0009368; GO:0009841; GO:0016504; GO:0016887; GO:0042645; GO:0046034; GO:0046983; GO:0051082; GO:0051603; GO:0140662
g21415	2767.157152	-1.285084914	0.357890713	-3.59071881	0.000329767	0.00179346	2069	571	794	908	1430	2228	5061	4061	3437	6253	4828	4406	sp	Q9UQC9	CLCA2_HUMAN	34.615	104	63	2	55	366	741	839	7.70E-13	70.1	Q9UQC9	reviewed	CLCA2_HUMAN	"Calcium-activated chloride channel regulator 2 (EC 3.4.-.-) (Calcium-activated chloride channel family member 2) (hCLCA2) (Calcium-activated chloride channel protein 3) (CaCC-3) (hCaCC-3) [Cleaved into: Calcium-activated chloride channel regulator 2, 109 kDa form; Calcium-activated chloride channel regulator 2, 35 kDa form]"	CLCA2 CACC3	Homo sapiens (Human)	943	GO:0004222; GO:0005229; GO:0005254; GO:0005576; GO:0005654; GO:0005829; GO:0005886; GO:0006508; GO:0007155; GO:0009925; GO:0030054; GO:0031965; GO:0034220; GO:0046872; GO:0070161
g21414	7515.648886	-1.369149273	0.381147946	-3.592172773	0.000327932	0.001785168	4973	1287	2565	1893	3972	5986	14282	10769	9425	16701	14321	11912	sp	P54281	CLCA1_BOVIN	30.906	618	378	13	124	1941	22	602	8.31E-84	285	P54281	reviewed	CLCA1_BOVIN	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel) (Epithelial chloride channel protein)		Bos taurus (Bovine)	903	GO:0005229; GO:0005886; GO:0006508; GO:0006816; GO:0008237; GO:0016324; GO:0046872
g3728	1310.592715	-1.419914758	0.348785126	-4.071030132	4.68E-05	0.000334282	396	731	1120	375	209	952	2777	2214	2065	2493	2230	2102	sp	Q6GQ29	CBPQ_XENLA	58.862	457	188	0	91	1461	13	469	0	567	Q6GQ29	reviewed	CBPQ_XENLA	Carboxypeptidase Q (EC 3.4.17.-) (Plasma glutamate carboxypeptidase)	cpq pgcp	Xenopus laevis (African clawed frog)	469	GO:0004180; GO:0005615; GO:0005737; GO:0005764; GO:0005783; GO:0005794; GO:0006508; GO:0042803; GO:0043171; GO:0046872; GO:0070573
g5188	210.1213384	-2.036749014	0.422824779	-4.817004855	1.46E-06	1.63E-05	70	123	67	102	31	42	522	497	434	110	369	501	sp	Q4R7U8	ASGL1_MACFA	46.602	309	155	3	7	933	1	299	9.44E-86	263	Q4R7U8	reviewed	ASGL1_MACFA	Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain]	ASRGL1 QtsA-14329	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	308	GO:0001917; GO:0004067; GO:0005737; GO:0006508; GO:0008798; GO:0033345
g19533	13.68848852	5.601881772	1.656682667	3.381384911	0.000721214	0.003486307	106	11	30	0	9	4	0	0	0	4	0	0	sp	Q9Y5R2	MMP24_HUMAN	35.34	515	277	20	127	1581	81	569	2.41E-65	228	Q9Y5R2	reviewed	MMP24_HUMAN	Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24]	MMP24 MT5MMP	Homo sapiens (Human)	645	GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008047; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0070062; GO:0097150; GO:0098742
g8151	80.06974616	-1.171206117	0.42080143	-2.783275039	0.005381317	0.018868511	25	85	68	61	15	15	168	144	118	175	106	102	sp	Q4R684	AMZ2_MACFA	32.273	220	140	4	346	990	98	313	6.33E-25	107	Q4R684	reviewed	AMZ2_MACFA	Archaemetzincin-2 (EC 3.4.-.-) (Archeobacterial metalloproteinase-like protein 2)	AMZ2 QtsA-18820	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	360	GO:0006508; GO:0008237; GO:0046872
g1331	137.6802664	-0.80310447	0.310061286	-2.590147513	0.009593481	0.030178646	89	113	119	122	32	57	197	153	216	295	236	166	sp	Q8BHG1	NRDC_MOUSE	52.89	571	243	3	385	2019	222	792	0	645	Q8BHG1	reviewed	NRDC_MOUSE	Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase)	Nrdc Nrd1	Mus musculus (Mouse)	1161	GO:0004222; GO:0005739; GO:0006508; GO:0008233; GO:0030425; GO:0031643; GO:0046872; GO:0050772; GO:0051044; GO:0120163
g16353	269.4491747	-1.281413592	0.301236395	-4.253847181	2.10E-05	0.000168709	137	157	241	162	46	107	741	529	280	555	269	492	sp	A3KG59	P20D2_MOUSE	42.172	396	183	9	13	1167	26	386	2.43E-79	254	A3KG59	reviewed	P20D2_MOUSE	Xaa-Arg dipeptidase (EC 3.4.13.4)	Pm20d2 Acy1l2 Gm424	Mus musculus (Mouse)	431	GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246
g20362	74.57773436	-2.929125029	0.889953647	-3.291323138	0.000997173	0.004606155	27	12	6	0	18	9	138	66	53	77	559	23	sp	O57382	TLL2_XENLA	28.475	295	128	5	40	678	595	888	3.20E-34	132	O57382	reviewed	TLL2_XENLA	Tolloid-like protein 2 (EC 3.4.24.-) (Metalloprotease xolloid) (Xenopus tolloid)	tll2 xld	Xenopus laevis (African clawed frog)	1019	GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008270; GO:0030154
g19379	110.0660659	6.539549416	1.114606487	5.867137411	4.43E-09	9.22E-08	198	164	57	130	357	35	0	5	0	0	0	11	sp	P20918	PLMN_MOUSE	40.206	291	147	7	817	1677	545	812	1.68E-55	203	P20918	reviewed	PLMN_MOUSE	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]"	Plg	Mus musculus (Mouse)	812	GO:0002020; GO:0004175; GO:0004252; GO:0005102; GO:0005576; GO:0005615; GO:0006508; GO:0007596; GO:0009897; GO:0009986; GO:0010812; GO:0016525; GO:0019899; GO:0019900; GO:0019904; GO:0022617; GO:0034185; GO:0042246; GO:0042730; GO:0043536; GO:0045445; GO:0046716; GO:0048771; GO:0051087; GO:0051603; GO:0051702; GO:0051918; GO:0051919; GO:0060707; GO:0060716; GO:0062023; GO:0071674; GO:0098685; GO:0098978; GO:0099183; GO:1990405
g17596	686.4856293	0.833291583	0.326806434	2.549801642	0.010778422	0.033076823	870	584	554	557	1033	561	721	551	524	611	449	653	sp	B1AQJ2	UBP36_MOUSE	48.156	461	229	6	67	1440	12	465	2.44E-136	451	B1AQJ2	reviewed	UBP36_MOUSE	Ubiquitin carboxyl-terminal hydrolase 36 (EC 2.3.2.-) (EC 3.4.19.12) (Deubiquitinating enzyme 36) (Ubiquitin thioesterase 36) (Ubiquitin-specific-processing protease 36)	Usp36 Kiaa1453	Mus musculus (Mouse)	1098	GO:0003723; GO:0004843; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0006325; GO:0006508; GO:0007000; GO:0016242; GO:0016579; GO:0016607; GO:0016740; GO:0031647; GO:0042981; GO:0050821; GO:0140936; GO:1990380; GO:2000232
g14832	40.86494678	-1.739142665	0.694370169	-2.504633326	0.01225784	0.036805502	20	41	13	16	10	0	58	49	55	141	114	35	sp	Q5G266	NETR_TRAPH	31.173	324	197	7	157	1128	194	491	8.63E-38	149	Q5G266	reviewed	NETR_TRAPH	Neurotrypsin (EC 3.4.21.-) (Serine protease 12)	PRSS12	Trachypithecus phayrei (Phayre's leaf monkey)	875	GO:0004252; GO:0005886; GO:0006508; GO:0006887; GO:0030424; GO:0030425; GO:0043083; GO:0043195
g23767	87.8515845	-1.813971844	0.633340281	-2.864134648	0.004181502	0.015314406	11	41	104	25	7	33	250	249	48	332	54	106	sp	Q2T9J0	TYSD1_HUMAN	32.67	603	331	17	97	1866	26	566	9.54E-81	268	Q2T9J0	reviewed	TYSD1_HUMAN	"Peroxisomal leader peptide-processing protease (EC 3.4.21.-) (Trypsin domain-containing protein 1) [Cleaved into: Peroxisomal leader peptide-processing protease, 15 kDa form; Peroxisomal leader peptide-processing protease, 45 kDa form]"	TYSND1	Homo sapiens (Human)	566	GO:0002020; GO:0004252; GO:0005777; GO:0005782; GO:0005829; GO:0006508; GO:0016020; GO:0016485; GO:0031998; GO:0042802
g11276	48676.39751	8.097119115	0.826452623	9.797438941	1.15E-22	2.17E-20	84772	23520	42462	642	98361	192556	620	338	148	97	507	550	sp	Q8TE57	ATS16_HUMAN	31.452	744	413	25	1	2085	292	987	1.31E-93	318	Q8TE57	reviewed	ATS16_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-)	ADAMTS16 KIAA2029	Homo sapiens (Human)	1224	GO:0001658; GO:0003073; GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872; GO:0048232; GO:1902017
g11277	15892.98723	8.255730851	0.819944541	10.06864543	7.60E-24	1.80E-21	28686	8547	13491	240	31993	61959	155	106	53	24	138	183	sp	P25723	TLD_DROME	26.667	210	134	7	118	711	388	589	1.18E-14	76.6	P25723	reviewed	TLD_DROME	Dorsal-ventral patterning protein tolloid (EC 3.4.24.-)	tld CG6868	Drosophila melanogaster (Fruit fly)	1067	GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0007313; GO:0007378; GO:0008270; GO:0008586; GO:0009953; GO:0016485; GO:0030513; GO:0032927; GO:0045464
g11275	12727.90389	8.126767321	0.819272646	9.919490609	3.42E-23	7.10E-21	20229	6253	12362	204	23139	54671	175	95	42	25	110	132	sp	Q8TE57	ATS16_HUMAN	36.17	94	57	2	223	495	87	180	1.11E-08	58.2	Q8TE57	reviewed	ATS16_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-)	ADAMTS16 KIAA2029	Homo sapiens (Human)	1224	GO:0001658; GO:0003073; GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872; GO:0048232; GO:1902017
g16700	1823.125097	-2.715117451	0.54078377	-5.02070809	5.15E-07	6.47E-06	900	101	296	269	544	143	3769	2607	2511	2837	4716	6095	sp	Q9R0S2	MMP24_MOUSE	33.012	518	292	17	124	1599	56	544	9.63E-68	233	Q9R0S2	reviewed	MMP24_MOUSE	Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Matrix metalloproteinase-21) (MMP-21) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24]	Mmp24 Mmp21 Mt5mmp	Mus musculus (Mouse)	618	GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0097150; GO:0098742
g7450	11690.72658	3.994041884	0.797530572	5.00801101	5.50E-07	6.86E-06	45479	4626	2011	12639	6304	42963	2706	5110	1409	1028	1253	159	sp	Q15485	FCN2_HUMAN	57.277	213	89	2	433	1068	102	313	3.09E-79	248	Q15485	reviewed	FCN2_HUMAN	Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35)	FCN2 FCNL	Homo sapiens (Human)	313	GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0006508; GO:0008228; GO:0009897; GO:0043394; GO:0043654; GO:0046872; GO:0048306; GO:0050829; GO:0050830; GO:0062023; GO:0070062; GO:0072562; GO:0097367; GO:1903028; GO:1905370; GO:2001065
g14701	901.5490025	-1.157128579	0.387768011	-2.984074363	0.002844376	0.011138753	531	642	525	698	200	270	1544	1876	2671	1246	465	1292	sp	P80912	HINT1_RABIT	61.538	130	46	1	1	390	1	126	2.48E-54	169	P80912	reviewed	HINT1_RABIT	Adenosine 5'-monophosphoramidase HINT1 (EC 3.9.1.-) (Desumoylating isopeptidase HINT1) (EC 3.4.22.-) (Histidine triad nucleotide-binding protein 1) (P13.7)	HINT1 HINT	Oryctolagus cuniculus (Rabbit)	126	GO:0000118; GO:0000166; GO:0005634; GO:0005737; GO:0006355; GO:0006508; GO:0009154; GO:0016787; GO:0016926; GO:0016929; GO:0043530; GO:0072332
g9583	860.9489486	1.12855237	0.415716881	2.714713837	0.006633306	0.022337911	994	777	830	2445	591	427	1125	623	486	554	734	391	sp	Q9NVE5	UBP40_HUMAN	52.143	420	186	6	1	1248	1	409	3.57E-110	381	Q9NVE5	reviewed	UBP40_HUMAN	Ubiquitin carboxyl-terminal hydrolase 40 (EC 3.4.19.12) (Deubiquitinating enzyme 40) (Ubiquitin thioesterase 40) (Ubiquitin-specific-processing protease 40)	USP40	Homo sapiens (Human)	1235	GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579
g11751	20951.15958	4.074077154	1.142767467	3.565097251	0.000363721	0.001949257	1560	18770	61533	125	1090	121843	177	1152	5348	870	4565	2580	sp	P49275	DERF3_DERFA	38.258	264	141	9	1	759	4	256	4.07E-43	150	P49275	reviewed	DERF3_DERFA	Mite allergen Der f 3 (EC 3.4.21.-) (Allergen Der f III) (allergen Der f 3)	DERF3	Dermatophagoides farinae (American house dust mite)	259	GO:0004252; GO:0005576; GO:0006508
g11752	18553.96931	4.730744155	1.150949762	4.11029596	3.95E-05	0.000289521	1484	18447	71466	122	747	96575	110	600	3473	566	2739	1236	sp	P70059	TRY2_XENLA	40.769	260	130	9	1	768	1	240	3.17E-52	173	P70059	reviewed	TRY2_XENLA	Trypsin (EC 3.4.21.4)		Xenopus laevis (African clawed frog)	244	GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0046872
g4774	8421.655995	4.337543391	1.159608061	3.740525386	0.000183636	0.001089696	346	5341	32860	66	267	45382	102	447	1880	309	1362	1032	sp	Q6P8K8	CBPA4_MOUSE	36.765	408	230	10	61	1260	21	408	2.75E-77	249	Q6P8K8	reviewed	CBPA4_MOUSE	Carboxypeptidase A4 (EC 3.4.17.-)	Cpa4	Mus musculus (Mouse)	420	GO:0004181; GO:0005615; GO:0006508; GO:0008270; GO:0042447; GO:0043171
g19541	5551.652022	3.996099525	0.575380217	6.945145847	3.78E-12	1.47E-10	12536	4402	3601	1620	15936	7807	627	381	599	545	1524	834	sp	Q9ULZ9	MMP17_HUMAN	37.037	486	289	8	103	1536	47	523	1.07E-92	298	Q9ULZ9	reviewed	MMP17_HUMAN	Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP)	MMP17 MT4MMP	Homo sapiens (Human)	603	GO:0001822; GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008047; GO:0008270; GO:0030198; GO:0030574; GO:0031012; GO:0042756; GO:0070006; GO:0098552
g19543	4.709831446	5.897589516	2.176540764	2.709615925	0.006736116	0.022617941	11	19	8	0	10	0	0	0	0	0	0	0	sp	Q99542	MMP19_HUMAN	36	250	146	7	1	729	230	472	2.07E-40	149	Q99542	reviewed	MMP19_HUMAN	Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18)	MMP19 MMP18 RASI	Homo sapiens (Human)	508	GO:0001525; GO:0004222; GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030154; GO:0030198; GO:0030574; GO:0031012
g11953	297.3882082	-1.131130058	0.23557675	-4.801535197	1.57E-06	1.74E-05	212	200	134	225	73	137	656	589	435	587	340	407	sp	A0A0R4IB93	UBP48_DANRE	51.579	760	332	7	1	2232	1	740	0	789	A0A0R4IB93	reviewed	UBP48_DANRE	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Ubiquitin specific peptidase 48)	usp48	Danio rerio (Zebrafish) (Brachydanio rerio)	1047	GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579; GO:1904888
g11952	140.4312821	-1.241864514	0.292255843	-4.249237592	2.14E-05	0.000171739	79	86	130	74	37	42	250	336	163	246	239	190	sp	Q86UV5	UBP48_HUMAN	43.446	267	127	8	4	750	774	1034	1.74E-44	163	Q86UV5	reviewed	UBP48_HUMAN	Ubiquitin carboxyl-terminal hydrolase 48 (EC 3.4.19.12) (Deubiquitinating enzyme 48) (Ubiquitin thioesterase 48) (Ubiquitin-specific peptidase 48) (Ubiquitin-specific protease 48) (Ubiquitin-specific-processing protease 48)	USP48 USP31	Homo sapiens (Human)	1035	GO:0004197; GO:0004843; GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0005929; GO:0006508; GO:0016579; GO:0101005
g11951	629.5924367	4.826038076	1.318521044	3.660190406	0.000252028	0.001426395	53	652	2933	4	25	2851	0	28	189	4	25	61	sp	P07478	TRY2_HUMAN	45.175	228	113	3	64	747	24	239	7.40E-63	200	P07478	reviewed	TRY2_HUMAN	Trypsin-2 (EC 3.4.21.4) (Anionic trypsinogen) (Serine protease 2) (Trypsin II)	PRSS2 TRY2 TRYP2	Homo sapiens (Human)	247	GO:0004222; GO:0004252; GO:0005509; GO:0005576; GO:0005615; GO:0006508; GO:0007586; GO:0008236; GO:0019730; GO:0022617; GO:0030307; GO:0030574; GO:0031012; GO:0035578; GO:0045785
g11950	3083.121072	4.916997213	1.194187601	4.117441186	3.83E-05	0.000282491	198	4049	16499	38	75	11650	6	213	1091	125	136	58	sp	Q8NHM4	TRY6_HUMAN	44.13	247	118	7	25	756	13	242	1.95E-52	174	Q8NHM4	reviewed	TRY6_HUMAN	Putative trypsin-6 (EC 3.4.21.4) (Serine protease 3 pseudogene 2) (Trypsinogen C)	PRSS3P2 T6 TRY6	Homo sapiens (Human)	247	GO:0004252; GO:0005615; GO:0006508; GO:0043542; GO:0046872
g11955	595.2236394	4.046882884	1.468849604	2.755137675	0.005866744	0.020217956	26	269	2193	0	11	3346	0	38	250	29	77	54	sp	P39675	DERP3_DERPT	39.516	248	133	6	64	792	25	260	1.45E-47	162	P39675	reviewed	DERP3_DERPT	Mite allergen Der p 3 (EC 3.4.21.-) (Allergen Der p III) (allergen Der p 3)	DERP3	Dermatophagoides pteronyssinus (European house dust mite)	261	GO:0004252; GO:0005576; GO:0006508
g11954	901.2395204	4.246071535	1.15183605	3.686350617	0.000227493	0.001306381	122	826	2539	10	8	5379	15	71	213	27	180	57	sp	Q07943	VDP_BOMMO	35.032	157	88	3	142	606	105	249	1.19E-26	105	Q07943	reviewed	VDP_BOMMO	Vitellin-degrading protease (EC 3.4.21.-) [Cleaved into: Beta-VTN protease; Alpha-VTN protease chain 1; Alpha-VTN protease chain 2]		Bombyx mori (Silk moth)	264	GO:0004252; GO:0006508
g5273	217.7233766	-1.319085867	0.326997748	-4.033929514	5.49E-05	0.000380873	137	251	177	44	34	93	569	415	272	433	282	299	sp	B2RYG6	OTUB1_RAT	62.302	252	94	1	55	807	19	270	3.59E-107	314	B2RYG6	reviewed	OTUB1_RAT	Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (Ubiquitin-specific-processing protease OTUB1)	Otub1	Rattus norvegicus (Rat)	271	GO:0002250; GO:0004843; GO:0005737; GO:0006281; GO:0006508; GO:0006974; GO:0016579; GO:0019784; GO:0031625; GO:0043130; GO:0055105; GO:0071108; GO:0071347; GO:1904263; GO:2000780
g7821	33.74957044	-2.632976067	0.892320835	-2.950705579	0.00317049	0.012167406	7	25	0	17	2	0	75	40	85	69	103	43	sp	P0C872	JMJD7_MOUSE	27.451	306	169	10	313	1191	28	293	4.11E-30	121	P0C872	reviewed	JMJD7_MOUSE	Bifunctional peptidase and (3S)-lysyl hydroxylase Jmjd7 (EC 1.14.11.63) (EC 3.4.-.-) (JmjC domain-containing protein 7) (Jumonji domain-containing protein 7) (L-lysine (3S)-hydroxylase Jmjd7)	Jmjd7	Mus musculus (Mouse)	316	GO:0004175; GO:0004177; GO:0004497; GO:0005634; GO:0005737; GO:0006508; GO:0016706; GO:0035064; GO:0046872; GO:0106155
g1360	167.9180628	-1.467003662	0.324018864	-4.527525481	5.97E-06	5.65E-05	114	102	150	41	32	64	447	315	164	384	321	189	sp	B6MUN4	MYSM1_BRAFL	44.504	373	156	6	1834	2937	438	764	4.45E-91	311	B6MUN4	reviewed	MYSM1_BRAFL	"Histone H2A deubiquitinase MYSM1 (2A-DUB) (EC 3.4.19.-) (Myb-like, SWIRM and MPN domain-containing protein 1)"	MYSM1 BRAFLDRAFT_86936	Branchiostoma floridae (Florida lancelet) (Amphioxus)	809	GO:0003677; GO:0003713; GO:0005634; GO:0006338; GO:0006508; GO:0042393; GO:0045944; GO:0046872; GO:0140492; GO:0140950
g20679	361.5560455	-1.568122636	0.229266781	-6.839728927	7.93E-12	2.93E-10	161	219	237	98	70	188	1036	731	511	702	506	548	sp	P13676	ACPH_RAT	48.333	720	354	11	52	2175	13	726	0	629	P13676	reviewed	ACPH_RAT	Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase)	Apeh	Rattus norvegicus (Rat)	732	GO:0004252; GO:0005737; GO:0006508; GO:0008242; GO:0042802; GO:0050435
g3140	1068.943345	0.881884391	0.203575609	4.331974715	1.48E-05	0.00012474	1864	1169	1559	855	700	1142	1548	1130	806	917	478	811	sp	P10619	PPGB_HUMAN	43.167	461	232	7	139	1458	29	480	1.46E-128	385	P10619	reviewed	PPGB_HUMAN	Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain]	CTSA PPGB	Homo sapiens (Human)	480	GO:0004180; GO:0004185; GO:0005576; GO:0005764; GO:0005783; GO:0006508; GO:0006886; GO:0008047; GO:0016020; GO:0031647; GO:0035578; GO:0043202; GO:0043231; GO:0070062; GO:1904714; GO:1904715
g17411	1281.054384	0.951742943	0.330625463	2.878613562	0.003994274	0.014732266	880	2212	1883	976	950	1733	1757	966	573	1712	664	966	sp	Q70CQ4	UBP31_HUMAN	40.026	767	358	16	733	2880	126	841	1.46E-169	535	Q70CQ4	reviewed	UBP31_HUMAN	Ubiquitin carboxyl-terminal hydrolase 31 (EC 3.4.19.12) (Deubiquitinating enzyme 31) (Ubiquitin thioesterase 31) (Ubiquitin-specific-processing protease 31)	USP31 KIAA1203	Homo sapiens (Human)	1352	GO:0004843; GO:0005634; GO:0006508; GO:0016579
