gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2.y	uniprot_accession.y	gene_name.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y	V13.y	V14.y	Entry.y	Reviewed.y	Entry.Name.y	Protein.names.y	Gene.Names.y	Organism.y	Length.y	Gene.Ontology.IDs.y
g17328	204.8452354	1.544587134	0.39027309	3.957708517	7.57E-05	0.000504054	141	108	130	116	121	148	156	210	182	238	66	314	119	124	157	505	sp	Q9HAU4	SMUF2_HUMAN	70.5	200	50	2	1	600	1	191	5.31E-96	300	Q9HAU4	reviewed	SMUF2_HUMAN	E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	SMURF2	Homo sapiens (Human)	748	GO:0000122; GO:0000151; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006511; GO:0016567; GO:0016607; GO:0017015; GO:0030512; GO:0030514; GO:0042802; GO:0043161; GO:0045121; GO:0045892; GO:0046332; GO:0060071; GO:0061630; GO:0090263; GO:1901165	162.3532508	1.42792885	0.365713512	3.904501214	9.44E-05	0.000643503	220	159	155	155	224	219	125	84	111	97	52	168	sp	Q9HAU4	SMUF2_HUMAN	70.5	200	50	2	1	600	1	191	5.31E-96	300	Q9HAU4	reviewed	SMUF2_HUMAN	E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	SMURF2	Homo sapiens (Human)	748	GO:0000122; GO:0000151; GO:0004842; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006511; GO:0016567; GO:0016607; GO:0017015; GO:0030512; GO:0030514; GO:0042802; GO:0043161; GO:0045121; GO:0045892; GO:0046332; GO:0060071; GO:0061630; GO:0090263; GO:1901165
g17329	428.8115349	1.442685129	0.361576427	3.989986683	6.61E-05	0.000448518	309	258	266	261	342	293	357	397	316	389	141	913	321	256	336	985	sp	A9JRZ0	SMUF2_DANRE	67.614	528	105	6	1	1398	242	765	0	733	A9JRZ0	reviewed	SMUF2_DANRE	E3 ubiquitin-protein ligase SMURF2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	smurf2	Danio rerio (Zebrafish) (Brachydanio rerio)	765	GO:0005634; GO:0005737; GO:0005886; GO:0016567; GO:0030514; GO:0043161; GO:0045121; GO:0046332; GO:0061630	411.2786026	1.987134134	0.391268888	5.078691904	3.80E-07	5.11E-06	713	362	416	372	683	565	284	130	173	200	108	324	sp	A9JRZ0	SMUF2_DANRE	67.614	528	105	6	1	1398	242	765	0	733	A9JRZ0	reviewed	SMUF2_DANRE	E3 ubiquitin-protein ligase SMURF2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	smurf2	Danio rerio (Zebrafish) (Brachydanio rerio)	765	GO:0005634; GO:0005737; GO:0005886; GO:0016567; GO:0030514; GO:0043161; GO:0045121; GO:0046332; GO:0061630
g13964	1649.075368	-2.07528836	0.219325532	-9.462137608	3.02E-21	3.38E-19	2153	3919	4520	3409	2708	3902	4404	3620	536	374	384	1346	929	120	298	463	sp	P49407	ARRB1_HUMAN	57.045	440	145	12	187	1488	4	405	3.35E-151	441	P49407	reviewed	ARRB1_HUMAN	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1	Homo sapiens (Human)	418	GO:0000139; GO:0000785; GO:0001664; GO:0001934; GO:0002031; GO:0002092; GO:0003713; GO:0004857; GO:0005096; GO:0005159; GO:0005634; GO:0005654; GO:0005737; GO:0005765; GO:0005829; GO:0005886; GO:0005905; GO:0006357; GO:0006511; GO:0007165; GO:0007601; GO:0015031; GO:0016567; GO:0016604; GO:0030659; GO:0031143; GO:0031397; GO:0031410; GO:0031625; GO:0031701; GO:0032088; GO:0032715; GO:0032717; GO:0035025; GO:0043149; GO:0043161; GO:0045746; GO:0045944; GO:0070374; GO:1990763	979.0957353	-1.627383103	0.271217765	-6.0002821	1.97E-09	4.64E-08	572	784	467	246	206	316	2959	2135	1251	2140	1019	1643	sp	P49407	ARRB1_HUMAN	57.045	440	145	12	187	1488	4	405	3.35E-151	441	P49407	reviewed	ARRB1_HUMAN	Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2)	ARRB1 ARR1	Homo sapiens (Human)	418	GO:0000139; GO:0000785; GO:0001664; GO:0001934; GO:0002031; GO:0002092; GO:0003713; GO:0004857; GO:0005096; GO:0005159; GO:0005634; GO:0005654; GO:0005737; GO:0005765; GO:0005829; GO:0005886; GO:0005905; GO:0006357; GO:0006511; GO:0007165; GO:0007601; GO:0015031; GO:0016567; GO:0016604; GO:0030659; GO:0031143; GO:0031397; GO:0031410; GO:0031625; GO:0031701; GO:0032088; GO:0032715; GO:0032717; GO:0035025; GO:0043149; GO:0043161; GO:0045746; GO:0045944; GO:0070374; GO:1990763
g12733	1189.338966	0.532148779	0.178578288	2.979918702	0.002883249	0.010760218	1045	1386	1364	1194	1324	1288	1349	1498	1002	1538	882	2164	1547	368	689	851	sp	Q8BK63	KC1A_MOUSE	81.373	306	56	1	25	942	5	309	0	510	Q8BK63	reviewed	KC1A_MOUSE	Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)	Csnk1a1	Mus musculus (Mouse)	337	GO:0000287; GO:0000776; GO:0000902; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005813; GO:0005819; GO:0005829; GO:0005929; GO:0006468; GO:0007030; GO:0007165; GO:0016055; GO:0016607; GO:0018105; GO:0030877; GO:0032436; GO:0036064; GO:0042277; GO:0043161; GO:0045104; GO:0051219; GO:0051301; GO:0090090; GO:0106310; GO:1900226; GO:1990904	731.5553764	0.64748658	0.219892412	2.944560818	0.003234134	0.012677327	744	1135	701	686	625	623	822	629	643	638	816	569	sp	Q8BK63	KC1A_MOUSE	81.373	306	56	1	25	942	5	309	0	510	Q8BK63	reviewed	KC1A_MOUSE	Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)	Csnk1a1	Mus musculus (Mouse)	337	GO:0000287; GO:0000776; GO:0000902; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005813; GO:0005819; GO:0005829; GO:0005929; GO:0006468; GO:0007030; GO:0007165; GO:0016055; GO:0016607; GO:0018105; GO:0030877; GO:0032436; GO:0036064; GO:0042277; GO:0043161; GO:0045104; GO:0051219; GO:0051301; GO:0090090; GO:0106310; GO:1900226; GO:1990904
g14363	2289.657224	0.663841426	0.273782063	2.42470752	0.015320724	0.043721279	3623	2073	2513	1749	2119	2502	2118	2246	2124	2614	1261	2987	5454	772	1011	1928	sp	Q6GPF3	CUL3B_XENLA	78.609	762	150	3	10	2256	7	768	0	1233	Q6GPF3	reviewed	CUL3B_XENLA	Cullin-3-B (CUL-3-B)	cul3b	Xenopus laevis (African clawed frog)	768	GO:0000922; GO:0005634; GO:0005737; GO:0005813; GO:0005827; GO:0006513; GO:0006888; GO:0007080; GO:0007229; GO:0016477; GO:0016567; GO:0017145; GO:0031463; GO:0031625; GO:0035024; GO:0040016; GO:0043149; GO:0043161; GO:0045842; GO:0048208; GO:0072686; GO:1901992	1106.996185	0.546852485	0.176437182	3.099417475	0.001939016	0.008284427	1327	1043	974	1163	874	1207	1594	1015	1020	1070	866	1071	sp	Q6GPF3	CUL3B_XENLA	78.609	762	150	3	10	2256	7	768	0	1233	Q6GPF3	reviewed	CUL3B_XENLA	Cullin-3-B (CUL-3-B)	cul3b	Xenopus laevis (African clawed frog)	768	GO:0000922; GO:0005634; GO:0005737; GO:0005813; GO:0005827; GO:0006513; GO:0006888; GO:0007080; GO:0007229; GO:0016477; GO:0016567; GO:0017145; GO:0031463; GO:0031625; GO:0035024; GO:0040016; GO:0043149; GO:0043161; GO:0045842; GO:0048208; GO:0072686; GO:1901992
g5001	1168.771915	1.25040596	0.243905083	5.126608858	2.95E-07	3.76E-06	1391	727	977	629	1312	768	696	908	1255	1449	814	1469	1749	620	1409	995	sp	Q5RE15	PSMD8_PONAB	67.293	266	85	1	4	795	24	289	2.27E-120	348	Q5RE15	reviewed	PSMD8_PONAB	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12)	PSMD8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	289	GO:0005634; GO:0005829; GO:0008541; GO:0022624; GO:0043161	538.059899	1.142401174	0.25306969	4.514176207	6.36E-06	6.19E-05	1213	534	574	601	369	606	484	473	512	312	328	319	sp	Q5RE15	PSMD8_PONAB	67.293	266	85	1	4	795	24	289	2.27E-120	348	Q5RE15	reviewed	PSMD8_PONAB	26S proteasome non-ATPase regulatory subunit 8 (26S proteasome regulatory subunit RPN12)	PSMD8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	289	GO:0005634; GO:0005829; GO:0008541; GO:0022624; GO:0043161
g5002	2338.137478	1.440783389	0.295080882	4.882672771	1.05E-06	1.17E-05	2297	1674	1531	1139	2024	1639	1477	1736	2422	2763	1684	2205	3194	1687	1705	2906	sp	P62334	PRS10_MOUSE	89.717	389	40	0	1	1167	1	389	0	723	P62334	reviewed	PRS10_MOUSE	26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)	Psmc6 Sug2	Mus musculus (Mouse)	389	GO:0005524; GO:0005634; GO:0008540; GO:0016234; GO:0016887; GO:0022624; GO:0031597; GO:0036402; GO:0036503; GO:0042802; GO:0043161; GO:0045899; GO:0090261	1134.452049	1.589344875	0.296470533	5.360886499	8.28E-08	1.33E-06	2674	928	1107	1488	1310	1061	822	612	790	599	606	665	sp	P62334	PRS10_MOUSE	89.717	389	40	0	1	1167	1	389	0	723	P62334	reviewed	PRS10_MOUSE	26S proteasome regulatory subunit 10B (26S proteasome AAA-ATPase subunit RPT4) (Proteasome 26S subunit ATPase 6) (Proteasome subunit p42)	Psmc6 Sug2	Mus musculus (Mouse)	389	GO:0005524; GO:0005634; GO:0008540; GO:0016234; GO:0016887; GO:0022624; GO:0031597; GO:0036402; GO:0036503; GO:0042802; GO:0043161; GO:0045899; GO:0090261
g5709	572.922085	0.976517428	0.187744698	5.20130496	1.98E-07	2.65E-06	452	460	570	455	446	577	591	598	512	643	426	978	800	204	392	801	sp	Q93034	CUL5_HUMAN	75.456	493	87	3	1	1401	296	780	0	749	Q93034	reviewed	CUL5_HUMAN	Cullin-5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor 1) (VACM-1)	CUL5 VACM1	Homo sapiens (Human)	780	GO:0000082; GO:0004842; GO:0005262; GO:0005634; GO:0005829; GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0031466; GO:0031625; GO:0038023; GO:0038026; GO:0038128; GO:0043161; GO:0070979; GO:0090734; GO:0097193; GO:0160072; GO:2001222	429.9058296	1.322084954	0.271311075	4.872948715	1.10E-06	1.31E-05	636	557	406	373	486	580	371	246	260	381	179	365	sp	Q93034	CUL5_HUMAN	75.456	493	87	3	1	1401	296	780	0	749	Q93034	reviewed	CUL5_HUMAN	Cullin-5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor 1) (VACM-1)	CUL5 VACM1	Homo sapiens (Human)	780	GO:0000082; GO:0004842; GO:0005262; GO:0005634; GO:0005829; GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0031466; GO:0031625; GO:0038023; GO:0038026; GO:0038128; GO:0043161; GO:0070979; GO:0090734; GO:0097193; GO:0160072; GO:2001222
g13000	30.79376605	3.695904519	0.769272009	4.804418301	1.55E-06	1.67E-05	8	15	4	0	0	6	15	0	68	29	45	228	42	8	20	11	sp	A4IF63	TRIM2_BOVIN	37.818	275	165	5	1273	2091	472	742	3.13E-53	199	A4IF63	reviewed	TRIM2_BOVIN	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)	TRIM2	Bos taurus (Bovine)	744	GO:0000209; GO:0004842; GO:0005737; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0043523; GO:0061630	23.72791781	3.007605526	1.048259132	2.869143166	0.004115855	0.015503825	89	106	26	2	13	10	14	0	4	3	0	19	sp	A4IF63	TRIM2_BOVIN	37.818	275	165	5	1273	2091	472	742	3.13E-53	199	A4IF63	reviewed	TRIM2_BOVIN	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (RING-type E3 ubiquitin transferase TRIM2)	TRIM2	Bos taurus (Bovine)	744	GO:0000209; GO:0004842; GO:0005737; GO:0008270; GO:0017148; GO:0030371; GO:0043161; GO:0043523; GO:0061630
g15362	2380.18992	1.25691695	0.21627375	5.811694431	6.18E-09	1.15E-07	1970	1962	1786	1554	2273	1613	1706	2240	2523	3123	1981	3302	3361	1265	1541	2607	sp	O43242	PSMD3_HUMAN	65.868	501	163	2	22	1503	34	533	0	587	O43242	reviewed	PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534	GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008541; GO:0016020; GO:0022624; GO:0030234; GO:0034774; GO:0042176; GO:0043161; GO:0070062; GO:1904813	1318.780669	1.136812388	0.2622506	4.334832358	1.46E-05	0.000126443	2367	1293	1359	1304	1413	1341	1389	717	1011	885	1244	761	sp	O43242	PSMD3_HUMAN	65.868	501	163	2	22	1503	34	533	0	587	O43242	reviewed	PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534	GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008541; GO:0016020; GO:0022624; GO:0030234; GO:0034774; GO:0042176; GO:0043161; GO:0070062; GO:1904813
g3209	1952.81197	0.786001229	0.292422152	2.687899068	0.007190313	0.023448578	1241	2061	2394	1314	1971	2090	2088	2448	1911	1398	1689	2513	1733	944	828	3155	sp	A9JTG5	HOIL1_DANRE	37.931	609	336	10	262	2007	121	714	3.27E-135	416	A9JTG5	reviewed	HOIL1_DANRE	RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.31) (Heme-oxidized IRP2 ubiquitin ligase 1 homolog) (HOIL-1) (Heme-oxidized IRP2 ubiquitin transferase 1 homolog)	rbck1 zgc:175152	Danio rerio (Zebrafish) (Brachydanio rerio)	714	GO:0004842; GO:0042742; GO:0043123; GO:0043130; GO:0043161; GO:0046872; GO:0048701; GO:0071600; GO:0071797; GO:0097039	1423.27628	0.712001026	0.203356337	3.501248277	0.000463084	0.002474765	2147	1319	1220	1265	1190	1758	1924	1285	1228	1299	1123	1107	sp	A9JTG5	HOIL1_DANRE	37.931	609	336	10	262	2007	121	714	3.27E-135	416	A9JTG5	reviewed	HOIL1_DANRE	RanBP-type and C3HC4-type zinc finger-containing protein 1 (EC 2.3.2.31) (Heme-oxidized IRP2 ubiquitin ligase 1 homolog) (HOIL-1) (Heme-oxidized IRP2 ubiquitin transferase 1 homolog)	rbck1 zgc:175152	Danio rerio (Zebrafish) (Brachydanio rerio)	714	GO:0004842; GO:0042742; GO:0043123; GO:0043130; GO:0043161; GO:0046872; GO:0048701; GO:0071600; GO:0071797; GO:0097039
g23285	1739.387058	1.199699177	0.271657547	4.416218838	1.00E-05	8.71E-05	1976	918	1267	1202	1884	1434	1216	1325	1759	2485	1734	1702	2684	852	1184	1682	sp	Q9V3H2	PSDE_DROME	86.495	311	39	1	1	933	1	308	0	566	Q9V3H2	reviewed	PSDE_DROME	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory complex subunit p37B) (26S proteasome regulatory subunit rpn11) (Yippee-interacting protein 5)	Rpn11 yip5 CG18174	Drosophila melanogaster (Fruit fly)	308	GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0008541; GO:0016579; GO:0043161; GO:0046872; GO:0070628; GO:0140492	739.5888172	1.060411792	0.256758251	4.130000845	3.63E-05	0.000278112	1432	696	751	802	660	764	608	508	752	459	587	510	sp	Q9V3H2	PSDE_DROME	86.495	311	39	1	1	933	1	308	0	566	Q9V3H2	reviewed	PSDE_DROME	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory complex subunit p37B) (26S proteasome regulatory subunit rpn11) (Yippee-interacting protein 5)	Rpn11 yip5 CG18174	Drosophila melanogaster (Fruit fly)	308	GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0008541; GO:0016579; GO:0043161; GO:0046872; GO:0070628; GO:0140492
g23854	115.5418907	-2.180644209	0.704572576	-3.094988767	0.001968204	0.007840649	193	234	410	230	213	132	276	378	16	11	0	107	118	0	87	9	sp	Q9R1A8	COP1_MOUSE	52.924	342	132	9	100	1092	123	446	6.47E-111	343	Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630	60.92048869	-2.187878565	0.582619182	-3.755246367	0.000173171	0.001079523	0	35	21	23	7	27	181	91	105	135	132	94	sp	Q9R1A8	COP1_MOUSE	52.924	342	132	9	100	1092	123	446	6.47E-111	343	Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630
g23853	88.78430782	-2.147681966	0.646163768	-3.323742481	0.000888182	0.004021118	153	140	253	250	176	128	176	278	23	10	0	48	108	0	61	10	sp	Q9R1A8	COP1_MOUSE	76.981	265	57	1	1	783	469	733	6.45E-148	434	Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630	54.23902331	-2.155465952	0.383718717	-5.617307308	1.94E-08	3.67E-07	25	17	7	31	8	15	187	76	79	97	130	91	sp	Q9R1A8	COP1_MOUSE	76.981	265	57	1	1	783	469	733	6.45E-148	434	Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630
g20953	1812.703126	1.021526629	0.235962107	4.329197769	1.50E-05	0.000123633	2052	1747	1372	1192	1903	1596	1388	1556	1520	2177	1176	1882	2219	841	2896	1630	sp	Q9V3G7	PSMD6_DROME	71.722	389	110	0	1	1167	1	389	0	586	Q9V3G7	reviewed	PSMD6_DROME	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit S10) (Protein Rpn7)	Rpn7 CG5378	Drosophila melanogaster (Fruit fly)	389	GO:0000502; GO:0005654; GO:0005829; GO:0005838; GO:0008541; GO:0043161	871.1657972	0.808152002	0.259560491	3.113540125	0.001848574	0.007956406	1779	858	967	978	673	544	890	800	936	639	726	579	sp	Q9V3G7	PSMD6_DROME	71.722	389	110	0	1	1167	1	389	0	586	Q9V3G7	reviewed	PSMD6_DROME	26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit S10) (Protein Rpn7)	Rpn7 CG5378	Drosophila melanogaster (Fruit fly)	389	GO:0000502; GO:0005654; GO:0005829; GO:0005838; GO:0008541; GO:0043161
g19889	1017.990866	1.405208312	0.403740263	3.48047604	0.000500524	0.002482891	580	755	927	609	757	716	723	976	908	964	477	1060	975	548	362	2893	sp	A5HK05	APBP2_RAT	67.826	575	183	1	10	1734	3	575	0	808	A5HK05	reviewed	APBP2_RAT	Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2)	Appbp2	Rattus norvegicus (Rat)	585	GO:0005654; GO:0005874; GO:0006886; GO:0016567; GO:0030659; GO:0031462; GO:0043161; GO:0046907; GO:1990756	473.7226721	1.539740668	0.390108195	3.946958019	7.92E-05	0.000551304	702	421	424	350	784	613	328	185	303	428	184	340	sp	A5HK05	APBP2_RAT	67.826	575	183	1	10	1734	3	575	0	808	A5HK05	reviewed	APBP2_RAT	Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2)	Appbp2	Rattus norvegicus (Rat)	585	GO:0005654; GO:0005874; GO:0006886; GO:0016567; GO:0030659; GO:0031462; GO:0043161; GO:0046907; GO:1990756
g11649	2063.393817	1.670980598	0.402370044	4.152845431	3.28E-05	0.000245186	2438	1243	1297	833	1012	1106	1244	1418	1593	1228	764	2653	3863	1349	1363	5148	sp	Q9ES00	UBE4B_MOUSE	49.164	1076	493	9	337	3435	106	1170	0	1051	Q9ES00	reviewed	UBE4B_MOUSE	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	Ube4b Ufd2 Ufd2a	Mus musculus (Mouse)	1173	GO:0000151; GO:0000209; GO:0003222; GO:0005524; GO:0005634; GO:0005737; GO:0006457; GO:0006511; GO:0006513; GO:0008626; GO:0009411; GO:0016567; GO:0019899; GO:0030163; GO:0031175; GO:0034450; GO:0034976; GO:0036503; GO:0043161; GO:0051082; GO:0051117; GO:0051865; GO:0061630	1218.598221	1.375924638	0.341829125	4.025182576	5.69E-05	0.000412791	2198	1249	1323	1492	1523	922	2253	595	612	699	530	677	sp	Q9ES00	UBE4B_MOUSE	49.164	1076	493	9	337	3435	106	1170	0	1051	Q9ES00	reviewed	UBE4B_MOUSE	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	Ube4b Ufd2 Ufd2a	Mus musculus (Mouse)	1173	GO:0000151; GO:0000209; GO:0003222; GO:0005524; GO:0005634; GO:0005737; GO:0006457; GO:0006511; GO:0006513; GO:0008626; GO:0009411; GO:0016567; GO:0019899; GO:0030163; GO:0031175; GO:0034450; GO:0034976; GO:0036503; GO:0043161; GO:0051082; GO:0051117; GO:0051865; GO:0061630
g12645	619.3132551	0.793043018	0.1693024	4.684180612	2.81E-06	2.83E-05	655	679	564	398	656	565	564	839	712	751	299	965	887	224	589	550	sp	Q9P0J7	KCMF1_HUMAN	60.641	343	116	5	1	1017	1	328	8.36E-130	380	Q9P0J7	reviewed	KCMF1_HUMAN	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (ZZ-type zinc finger-containing protein 1)	KCMF1 FIGC ZZZ1	Homo sapiens (Human)	381	GO:0005576; GO:0005737; GO:0005764; GO:0005770; GO:0005829; GO:0005886; GO:0006511; GO:0006979; GO:0008270; GO:0043161; GO:0045202; GO:0061630; GO:0070534; GO:0070936; GO:0099536; GO:0141191; GO:1904813	344.3604404	0.499874898	0.190384092	2.625612738	0.008649316	0.028479148	436	326	306	322	283	352	498	379	319	312	254	338	sp	Q9P0J7	KCMF1_HUMAN	60.641	343	116	5	1	1017	1	328	8.36E-130	380	Q9P0J7	reviewed	KCMF1_HUMAN	E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (ZZ-type zinc finger-containing protein 1)	KCMF1 FIGC ZZZ1	Homo sapiens (Human)	381	GO:0005576; GO:0005737; GO:0005764; GO:0005770; GO:0005829; GO:0005886; GO:0006511; GO:0006979; GO:0008270; GO:0043161; GO:0045202; GO:0061630; GO:0070534; GO:0070936; GO:0099536; GO:0141191; GO:1904813
g14607	498.0910277	0.985291806	0.410259555	2.401630368	0.016322192	0.046150906	386	540	476	406	429	342	468	551	449	500	137	534	490	320	146	1007	sp	Q5NVK7	SPOP_PONAB	81.163	361	67	1	4	1086	15	374	0	596	Q5NVK7	reviewed	SPOP_PONAB	Speckle-type POZ protein	SPOP	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	374	GO:0000209; GO:0005634; GO:0005737; GO:0016607; GO:0030162; GO:0031463; GO:0031625; GO:0043161; GO:0051179	372.7141995	1.393825395	0.351405735	3.966427567	7.30E-05	0.000514821	533	324	417	252	592	429	376	260	220	331	180	166	sp	Q5NVK7	SPOP_PONAB	81.163	361	67	1	4	1086	15	374	0	596	Q5NVK7	reviewed	SPOP_PONAB	Speckle-type POZ protein	SPOP	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	374	GO:0000209; GO:0005634; GO:0005737; GO:0016607; GO:0030162; GO:0031463; GO:0031625; GO:0043161; GO:0051179
