gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.biological.process.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203
g16696	156432.661066375	4.57567139216942	0.566726935181912	8.07385551685608	6.81124688249936e-16	3.93886430078949e-14	13992	3730	10913	14349	35131	31824	13712	9010	281805	300726	112720	110814	125065	179942	41056	309407	sp	O77656	MMP13_BOVIN	31.275	502	276	16	1	1473	1	444	3.08e-58	204	O77656	reviewed	MMP13_BOVIN	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	MMP13	Bos taurus (Bovine)	471	bone morphogenesis [GO:0060349]; collagen catabolic process [GO:0030574]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508]	GO:0004175; GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030198; GO:0030574; GO:0031012; GO:0060349	129974.874599047	2.70225883338616	0.553705783407773	4.8803153486228	1.05916342191218e-06	1.27092568319475e-05	236222	60456	63442	67813	295566	273567	40045	37723	30964	39713	48471	49917
g16693	183.239350636789	3.16354520189604	1.09259977875495	2.89542910717132	0.00378640544699314	0.0135984352280393	0	0	84	10	28	11	274	0	726	96	362	796	259	12	118	108	sp	Q9CWG1	GLIP1_MOUSE	41.04	173	86	7	175	678	34	195	1.84e-34	134	Q9CWG1	reviewed	GLIP1_MOUSE	Glioma pathogenesis-related protein 1 (GliPR 1)	Glipr1	Mus musculus (Mouse)	255		GO:0005615; GO:0016020	163.469537011318	3.65552295325422	0.799769167783538	4.57072252908305	4.86045487544061e-06	4.89217117328927e-05	453	463	588	36	59	157	13	37	35	23	0	60
g16692	1145.62523711949	2.47007909550701	0.565777139823878	4.36581636415342	1.26648849358278e-05	0.000106594269759281	274	275	264	171	429	697	954	831	2458	2897	171	1583	956	1032	233	1077	sp	O35548	MMP16_RAT	30.528	511	267	22	139	1479	46	532	1.58e-60	212	O35548	reviewed	MMP16_RAT	Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP)	Mmp16	Rattus norvegicus (Rat)	607	bone development [GO:0060348]; chondrocyte proliferation [GO:0035988]; collagen catabolic process [GO:0030574]; craniofacial suture morphogenesis [GO:0097094]; embryonic cranial skeleton morphogenesis [GO:0048701]; endochondral ossification [GO:0001958]; extracellular matrix organization [GO:0030198]; ossification [GO:0001503]; protein processing [GO:0016485]; proteolysis [GO:0006508]; response to odorant [GO:1990834]; skeletal system development [GO:0001501]	GO:0001501; GO:0001503; GO:0001958; GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008270; GO:0016485; GO:0030198; GO:0030574; GO:0031012; GO:0035988; GO:0048701; GO:0060348; GO:0070006; GO:0097094; GO:1990834	635.038758189881	1.78007965211145	0.661635722327551	2.6904225271413	0.007136160233307	0.024386722918101	575	149	371	218	894	2231	402	611	291	174	200	395
g14699	5715.24164027588	1.91525848029966	0.391920122529226	4.88685926086083	1.02457279726583e-06	1.14910881519791e-05	2729	2619	2930	3512	4263	2756	4393	2088	5583	10244	4420	7366	5796	4669	1932	7793	sp	Q00322	CEBPD_MOUSE	37.5	72	44	1	679	894	171	241	7.43e-06	50.4	Q00322	reviewed	CEBPD_MOUSE	CCAAT/enhancer-binding protein delta (C/EBP delta) (C/EBP-related protein 3)	Cebpd Crp3	Mus musculus (Mouse)	268	DNA-templated transcription [GO:0006351]; fat cell differentiation [GO:0045444]; hematopoietic progenitor cell differentiation [GO:0002244]; inner ear development [GO:0048839]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell differentiation [GO:0045595]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000976; GO:0000978; GO:0000981; GO:0001228; GO:0002244; GO:0003677; GO:0005634; GO:0005654; GO:0006351; GO:0006357; GO:0042802; GO:0043565; GO:0045444; GO:0045595; GO:0045669; GO:0045892; GO:0045944; GO:0048839; GO:0090575	4227.80676942795	1.67612094259518	0.401311597189309	4.17660729053018	2.9588921131122e-05	0.00023227110032769	4882	7122	5424	3077	4428	7297	2354	2899	1380	1472	4587	1514
g14341	3063.00391528696	8.22568610237315	0.481887585928272	17.0697198736253	2.49393614657648e-65	6.8608183392319e-62	20	15	49	11	32	37	30	29	2019	4314	4945	4920	12909	2396	508	4554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1089.09424480914	7.28083929407204	0.574928744065729	12.6638985599921	9.37266366663956e-37	1.40957050993203e-33	3939	1096	1334	341	1471	2866	10	17	25	8	9	28
g14340	3548.60308969175	3.75927973884127	0.450554567396549	8.34367246694139	7.20182826957333e-17	4.79880993035203e-15	547	1013	311	165	493	1464	571	775	4906	7161	2735	6647	5117	3258	1332	5319	sp	Q9I3S3	GBUA_PSEAE	62.62	313	113	2	121	1047	4	316	7.72e-140	402	Q9I3S3	reviewed	GBUA_PSEAE	Guanidinobutyrase (EC 3.5.3.7)	gbuA PA1421	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	319	arginine catabolic process [GO:0006527]; putrescine biosynthetic process from arginine, using agmatinase [GO:0033389]	GO:0006527; GO:0008783; GO:0033389; GO:0046872; GO:0047971	2924.88460534325	4.06966944209082	0.666061496615009	6.11005059258536	9.95995611628498e-10	2.52100039313597e-08	2285	2133	10665	1774	2938	8189	226	180	925	60	362	480
g18694	514.474111664211	-0.933156613328439	0.318439822864613	-2.93040174728767	0.00338524028099245	0.0123652450855599	878	577	1070	700	775	743	1453	1131	169	132	535	640	326	45	268	259	sp	Q8IY92	SLX4_HUMAN	33.333	78	52	0	1354	1587	1751	1828	7.63e-10	65.9	Q8IY92	reviewed	SLX4_HUMAN	Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)	SLX4 BTBD12 KIAA1784 KIAA1987	Homo sapiens (Human)	1834	DNA double-strand break processing involved in repair via single-strand annealing [GO:0010792]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]; negative regulation of telomere maintenance via telomere lengthening [GO:1904357]; nucleotide-excision repair [GO:0006289]; positive regulation of t-circle formation [GO:1904431]; positive regulation of telomere maintenance [GO:0032206]; resolution of meiotic recombination intermediates [GO:0000712]; response to intra-S DNA damage checkpoint signaling [GO:0072429]; t-circle formation [GO:0090656]; telomeric D-loop disassembly [GO:0061820]	GO:0000712; GO:0000724; GO:0000781; GO:0000785; GO:0003677; GO:0005654; GO:0005829; GO:0006260; GO:0006281; GO:0006289; GO:0008047; GO:0010792; GO:0030054; GO:0032206; GO:0033557; GO:0046872; GO:0061820; GO:0072429; GO:0090656; GO:1904357; GO:1904431	350.543498493996	-0.913338752321537	0.381936152173939	-2.39133883274184	0.0167870524159624	0.0488323557303149	134	198	380	253	46	286	938	747	352	535	368	504
g22352	14.7034890451852	4.28842398123223	1.48620797448296	2.88548040036196	0.00390816795467169	0.013980975348897	7	8	0	0	0	0	0	0	37	18	0	12	33	25	0	6	sp	Q86SS6	SYT9_HUMAN	31.746	315	187	10	388	1314	195	487	3.04e-33	134	Q86SS6	reviewed	SYT9_HUMAN	Synaptotagmin-9 (Synaptotagmin IX) (SytIX)	SYT9	Homo sapiens (Human)	491	calcium-dependent activation of synaptic vesicle fusion [GO:0099502]; calcium-ion regulated exocytosis [GO:0017156]; regulation of calcium ion-dependent exocytosis [GO:0017158]	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005546; GO:0005886; GO:0017156; GO:0017158; GO:0030276; GO:0030669; GO:0030672; GO:0031045; GO:0042802; GO:0070382; GO:0098686; GO:0099502	16.0395941658618	4.58054618783465	1.61297521262106	2.83981189046999	0.00451401437823237	0.0167312420381926	32	85	12	0	25	8	0	9	0	0	0	0
g21918	181.543190556493	-1.49840540639887	0.275748076265939	-5.43396504044427	5.51153836109121e-08	8.40345955815784e-07	299	307	364	417	358	365	350	401	66	34	43	192	152	16	141	39	sp	Q9VJ79	PDE11_DROME	55.956	722	306	5	466	2610	392	1108	0	847	Q9VJ79	reviewed	PDE11_DROME	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11 (EC 3.1.4.35) (EC 3.1.4.53) (cAMP and cGMP phosphodiesterase 11) (PDE11)	Pde11 CG34341	Drosophila melanogaster (Fruit fly)	1451	cAMP metabolic process [GO:0046058]; cAMP-mediated signaling [GO:0019933]; cGMP metabolic process [GO:0046068]	GO:0004115; GO:0005829; GO:0019933; GO:0046058; GO:0046068; GO:0046872; GO:0047555	134.674177226195	-1.34972614326112	0.406221777635492	-3.32263363898784	0.000891719458603575	0.00429830690956697	77	90	134	24	16	79	446	295	159	177	231	154
g21914	3204.3638410448	1.9413210735255	0.446637949825904	4.34652065343352	1.3831403316943e-05	0.000115104292858415	850	1731	2182	1669	2238	1967	1619	1982	3643	5542	1232	3384	3003	3159	944	4571	sp	P50749	RASF2_HUMAN	41.935	124	71	1	595	963	164	287	5.29e-29	117	P50749	reviewed	RASF2_HUMAN	Ras association domain-containing protein 2	RASSF2 CENP-34 KIAA0168	Homo sapiens (Human)	326	bone remodeling [GO:0046849]; canonical NF-kappaB signal transduction [GO:0007249]; homeostasis of number of cells [GO:0048872]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; ossification [GO:0001503]; positive regulation of apoptotic process [GO:0043065]; positive regulation of JNK cascade [GO:0046330]; positive regulation of protein autophosphorylation [GO:0031954]; positive regulation of protein kinase activity [GO:0045860]; protein stabilization [GO:0050821]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; regulation of osteoblast differentiation [GO:0045667]; regulation of osteoclast differentiation [GO:0045670]; signal transduction [GO:0007165]; skeletal system development [GO:0001501]	GO:0000776; GO:0001501; GO:0001503; GO:0004672; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0007165; GO:0007249; GO:0031954; GO:0032991; GO:0033137; GO:0043065; GO:0045667; GO:0045670; GO:0045860; GO:0046330; GO:0046849; GO:0048872; GO:0050821; GO:1901222; GO:1901223	2272.22920634186	2.11469447614446	0.348785587057592	6.0630213937002	1.33587887729407e-09	3.29352542329592e-08	3686	1669	2359	2547	3884	3166	1219	844	907	1081	1085	1038
g21915	1258.86364010706	1.01508395976667	0.280318755860826	3.62117745796021	0.000293265263140666	0.00158671312179827	1180	953	1018	1118	868	1125	1308	1343	787	1030	1096	1766	1611	569	752	2304	sp	Q8BL06	UBP54_MOUSE	58.311	367	149	3	43	1140	11	374	4.37e-143	472	Q8BL06	reviewed	UBP54_MOUSE	Ubiquitin carboxyl-terminal hydrolase 54 (EC 3.4.19.12) (Ubiquitin-specific peptidase 54)	Usp54	Mus musculus (Mouse)	1588	protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]	GO:0004843; GO:0006508; GO:0016579	597.562302448763	1.06432127916626	0.308197365146531	3.45337565965312	0.000553617458249984	0.00289011694215721	758	861	611	321	741	668	556	391	410	621	334	515
g23155	92.0287454576627	2.05938412239019	0.463199772612552	4.44599553832853	8.74857637846093e-06	7.69626931567027e-05	133	49	36	42	8	26	21	61	104	117	140	119	118	56	142	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.0937872736373	2.61949377297047	0.575302470858509	4.55324617163814	5.2824398337098e-06	5.2727982123319e-05	67	113	80	10	108	113	50	13	10	16	16	25
g23158	59.881214242699	3.77910980079907	0.891959121017813	4.23686434921674	2.26662979317242e-05	0.000177649531652916	31	0	15	0	15	0	17	11	52	35	107	149	466	5	20	36	sp	Q5Y4N8	AGRE1_RAT	26.182	275	172	10	1279	2079	659	910	3.92e-14	80.1	Q5Y4N8	reviewed	AGRE1_RAT	Adhesion G protein-coupled receptor E2 (EGF-like module receptor 1) (EGF-like module-containing mucin-like hormone receptor-like 1) (EMR1 hormone receptor)	Adgre1 Emr1	Rattus norvegicus (Rat)	932	adaptive immune response [GO:0002250]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cellular response to tumor necrosis factor [GO:0071356]	GO:0002250; GO:0004930; GO:0005509; GO:0005886; GO:0007166; GO:0007189; GO:0009897; GO:0071356; GO:0071560; GO:0071944	41.2408265621182	3.92977997215312	1.18087684434242	3.32784912413236	0.000875192509707515	0.00423334205915077	195	155	83	5	6	25	35	7	4	0	0	0
g10694	108.85055946837	-5.62002514473786	0.629403562405776	-8.92912827384766	4.29378766647686e-19	3.90025797610118e-17	183	549	409	281	116	212	273	273	12	0	0	9	10	0	2	0	sp	Q91090	PON2_MELGA	40.252	318	180	7	124	1062	42	354	8.14e-66	215	Q91090	reviewed	PON2_MELGA	Serum paraoxonase/arylesterase 2 (PON 2) (EC 3.1.1.2) (EC 3.1.8.1) (Aromatic esterase 2) (A-esterase 2) (Serum aryldialkylphosphatase 2)	PON2	Meleagris gallopavo (Wild turkey)	354	response to toxic substance [GO:0009636]	GO:0004063; GO:0004064; GO:0005576; GO:0009636; GO:0016020; GO:0046872	42.8590759243064	-3.13121518086018	0.793305874128721	-3.94704650876203	7.91211916755381e-05	0.000551303661285423	3	24	0	9	8	0	155	88	47	100	71	115
g23404	2025.76182326507	1.25716881185146	0.301478762628847	4.1700078668532	3.04589124612069e-05	0.000229848623703471	790	1578	1658	1313	2877	1895	1323	1370	2395	2977	1163	2102	2544	1061	1902	2359	sp	Q25532	VATG_MANSE	56.897	116	50	0	1	348	1	116	3.48e-25	94.7	Q25532	reviewed	VATG_MANSE	V-type proton ATPase subunit G (V-ATPase subunit G) (V-ATPase 13 kDa subunit) (Vacuolar proton pump subunit G)		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	117		GO:0016324; GO:0016471; GO:0046961	1136.81400194942	1.42073985573041	0.369890053154447	3.84097880874125	0.000122544694418228	0.000807434866800206	1922	913	1270	1608	1234	1269	884	710	1188	762	228	732
g17477	201.598255951112	2.08654735509859	0.50529707478107	4.12934778219847	3.63793760370403e-05	0.000266371727887941	64	207	62	89	58	125	52	181	304	49	112	105	378	45	567	510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	374.828208485878	3.47795171530422	0.800047705409537	4.34718041410278	1.37898786922911e-05	0.00012039958430565	180	1037	1424	24	30	1132	61	95	138	51	37	55
g17475	59.3744946565706	-1.03433352398497	0.411911909905097	-2.51105515308667	0.012037088907881	0.0357878988882298	101	130	120	58	142	91	108	123	45	8	57	72	41	4	42	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.1803342274899	-2.04369370875502	0.732565423519401	-2.78977637101228	0.00527444588634915	0.0190261692806203	14	44	19	0	6	7	100	106	83	160	27	22
g2198	210.12029539958	-1.29746117024502	0.268412243396373	-4.8338375098971	1.33925915063331e-06	1.46116976552541e-05	405	412	469	247	294	413	417	625	127	47	78	226	81	13	191	84	sp	Q6GLK6	ACSF3_XENLA	42.557	571	222	10	28	1566	54	576	3.05e-128	389	Q6GLK6	reviewed	ACSF3_XENLA	Malonate--CoA ligase ACSF3, mitochondrial (EC 6.2.1.76) (Acyl-CoA synthetase family member 3)	acsf3	Xenopus laevis (African clawed frog)	578	fatty acid metabolic process [GO:0006631]	GO:0005524; GO:0005739; GO:0006631; GO:0090409	97.4068190359519	-2.13124314792072	0.301261233978805	-7.07440223812752	1.50094334835513e-12	6.43409135576365e-11	35	54	51	29	6	24	302	157	210	214	147	154
g2193	468.111212382957	2.78194701988518	1.05585738508932	2.6347753580848	0.00841929834163948	0.026696925434703	419	59	10	11	8	642	28	76	1067	13	14	193	54	165	157	2869	sp	P80146	SEPR_THESR	40.323	372	189	12	82	1110	41	408	7.86e-64	212	P80146	reviewed	SEPR_THESR	Extracellular serine proteinase (EC 3.4.21.-)		Thermus sp. (strain Rt41A)	410	proteolysis [GO:0006508]	GO:0004252; GO:0005615; GO:0006508	2003.1347614756	4.08114350579256	1.29497792740956	3.15151588255744	0.0016242532874686	0.00713836947923746	220	1632	9889	8	79	8597	0	122	651	54	363	267
g3827	1172.01696843098	1.73447544495648	0.454377129574359	3.81725956713813	0.000134942182580464	0.000823639179065607	466	670	865	473	497	663	610	1816	552	793	627	1837	995	839	683	3436	sp	Q6NWH0	CK068_DANRE	36.641	131	71	4	199	570	24	149	1.85e-17	82	Q6NWH0	reviewed	CK068_DANRE	UPF0696 protein C11orf68 homolog	P5436 zgc:63470	Danio rerio (Zebrafish) (Brachydanio rerio)	249			886.220562684009	1.62537551246514	0.320236866353031	5.07554152329644	3.86393960829389e-07	5.17303546816616e-06	1641	830	829	1858	842	753	1035	559	337	552	322	508
g8769	50.4605338396141	-2.42245139277452	0.540553664443639	-4.48142627109522	7.41458482259978e-06	6.69712288596641e-05	85	155	244	28	97	91	92	159	10	0	14	24	16	0	20	25	sp	Q96PS8	AQP10_HUMAN	38.889	288	175	1	28	891	13	299	1.45e-67	216	Q96PS8	reviewed	AQP10_HUMAN	Aquaporin-10 (AQP-10) (Aquaglyceroporin-10) (Small intestine aquaporin)	AQP10	Homo sapiens (Human)	301	cellular response to acidic pH [GO:0071468]; glycerol transmembrane transport [GO:0015793]; protein homotetramerization [GO:0051289]; response to toxic substance [GO:0009636]; water transport [GO:0006833]	GO:0005811; GO:0005886; GO:0006833; GO:0009636; GO:0015204; GO:0015250; GO:0015254; GO:0015793; GO:0016323; GO:0016324; GO:0043231; GO:0051289; GO:0071468	30.0245461530842	-1.64518622918296	0.66473584090506	-2.47494738202018	0.0133255806727542	0.04053375263799	14	29	11	5	0	22	104	91	19	76	20	42
g20844	19283.2584401728	8.3376767089216	0.493368241330647	16.8995002321883	4.53735911467621e-64	8.73759244713198e-61	142	111	232	124	190	233	148	84	38557	52675	7530	23360	22161	19458	4587	34126	sp	O75179	ANR17_HUMAN	36.134	119	76	0	259	615	268	386	5.21e-13	75.1	O75179	reviewed	ANR17_HUMAN	Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16)	ANKRD17 GTAR KIAA0697	Homo sapiens (Human)	2603	blood vessel maturation [GO:0001955]; defense response to bacterium [GO:0042742]; innate immune response [GO:0045087]; negative regulation of smooth muscle cell differentiation [GO:0051151]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cell cycle [GO:0045787]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of MDA-5 signaling pathway [GO:1900245]; positive regulation of RIG-I signaling pathway [GO:1900246]; regulation of DNA replication [GO:0006275]	GO:0000785; GO:0001673; GO:0001955; GO:0003682; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006275; GO:0016020; GO:0031965; GO:0042742; GO:0043123; GO:0045087; GO:0045787; GO:0051151; GO:1900087; GO:1900245; GO:1900246	14656.714597602	8.1700215596237	0.706544527682893	11.5633498520146	6.31944979917189e-31	3.56397220392672e-28	37138	8225	11472	1189	31684	45483	167	109	86	37	187	142
g20847	1919.56894637091	-2.11402160445251	0.252211305520473	-8.38194624182262	5.20596124924078e-17	3.55500694243368e-15	2075	3411	3999	4371	4832	4062	5290	5561	855	415	615	816	1070	104	752	266	sp	P14234	FGR_MOUSE	47.368	57	30	0	1	171	67	123	2.34e-09	62	P14234	reviewed	FGR_MOUSE	Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Proto-oncogene c-Fgr) (p55-Fgr)	Fgr	Mus musculus (Mouse)	517	bone mineralization [GO:0030282]; cell differentiation [GO:0030154]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; myoblast proliferation [GO:0051450]; negative regulation of natural killer cell activation [GO:0032815]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of cell migration [GO:0030335]; positive regulation of cytokine production [GO:0001819]; positive regulation of mast cell degranulation [GO:0043306]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; regulation of innate immune response [GO:0045088]; regulation of phagocytosis [GO:0050764]; regulation of protein kinase activity [GO:0045859]; skeletal system morphogenesis [GO:0048705]	GO:0001784; GO:0001819; GO:0004713; GO:0004715; GO:0005102; GO:0005524; GO:0005743; GO:0005758; GO:0005829; GO:0005856; GO:0005886; GO:0007169; GO:0007229; GO:0008360; GO:0016235; GO:0018108; GO:0019901; GO:0030154; GO:0030282; GO:0030335; GO:0032587; GO:0032815; GO:0032956; GO:0034987; GO:0034988; GO:0043306; GO:0045087; GO:0045088; GO:0045859; GO:0048705; GO:0050764; GO:0050830; GO:0051450; GO:0051897	1484.71415180244	-2.33532154867134	0.229612764261898	-10.1706956761675	2.67987739154042e-24	6.71718712293472e-22	466	504	494	632	205	279	4032	3389	3313	3170	1991	2343
g13572	77.0333178096024	2.66492645241801	0.831850978701569	3.20361040697179	0.00135715991909124	0.00574897240693796	31	0	17	15	22	95	7	39	556	9	17	66	50	30	119	2238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	795.302595537793	5.3505513414266	1.1410509325215	4.68914330546396	2.74351211819489e-06	2.95242475832219e-05	384	2776	2186	7	31	3137	11	139	38	47	0	33
g12224	90.4666907586884	3.65081241581957	0.561133817162967	6.50613508606145	7.7108892242772e-11	2.11221328295741e-09	20	11	12	5	11	21	57	8	24	56	276	307	211	14	106	152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219.074698184206	4.25509689829077	0.879751036324967	4.83670575264773	1.32008619811387e-06	1.54198029885832e-05	235	1505	304	8	23	345	10	43	21	6	26	43
g9416	377.615986456834	4.5928585446968	0.6927272323588	6.63011114642872	3.35434198894632e-11	9.93762518171373e-10	28	7	26	39	56	80	32	53	623	1033	12	372	236	489	86	599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	352.070124762144	5.25354826384447	0.889462724046953	5.90642881574782	3.49603254259358e-09	7.82790313848466e-08	545	75	238	77	786	1311	74	11	21	14	0	27
g9415	1160.82835081093	7.80164897879141	0.780780636336063	9.99211380984279	1.65024514605093e-23	2.22229166276244e-21	12	8	6	23	28	0	24	6	1682	3617	56	1148	1099	1177	196	2811	sp	Q96J84	KIRR1_HUMAN	24.528	265	153	10	100	852	26	257	5.79e-09	62.8	Q96J84	reviewed	KIRR1_HUMAN	Kin of IRRE-like protein 1 (Kin of irregular chiasm-like protein 1) (Nephrin-like protein 1)	KIRREL1 KIRREL NEPH1	Homo sapiens (Human)	757	cell-cell adhesion [GO:0098609]; cell-cell junction maintenance [GO:0045217]; glomerular filtration [GO:0003094]; negative regulation of protein phosphorylation [GO:0001933]; positive regulation of actin filament polymerization [GO:0030838]; renal protein absorption [GO:0097017]	GO:0001933; GO:0003094; GO:0005886; GO:0005911; GO:0017022; GO:0030838; GO:0031253; GO:0043198; GO:0045121; GO:0045217; GO:0048471; GO:0050839; GO:0097017; GO:0098609	682.391260364668	7.61158278380438	0.863351196458287	8.81632273752474	1.1828022429286e-18	1.39516549530278e-16	1601	379	476	37	1376	2420	18	6	7	5	0	17
g3311	3779.21648481173	2.54744626847846	0.527792330644925	4.82660721000939	1.38878646569817e-06	1.5109525971723e-05	949	1402	1904	1192	1759	1674	1131	1954	2036	4263	1155	3623	2661	4358	1262	10845	sp	O14896	IRF6_HUMAN	27.948	229	130	12	679	1344	225	425	1.68e-10	66.6	O14896	reviewed	IRF6_HUMAN	Interferon regulatory factor 6 (IRF-6)	IRF6	Homo sapiens (Human)	467	cell development [GO:0048468]; cranial skeletal system development [GO:1904888]; immune system process [GO:0002376]; keratinocyte differentiation [GO:0030216]; keratinocyte proliferation [GO:0043616]; limb development [GO:0060173]; mammary gland epithelial cell differentiation [GO:0060644]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of stem cell proliferation [GO:2000647]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; roof of mouth development [GO:0060021]; stem cell proliferation [GO:0072089]	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0002376; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0005829; GO:0006357; GO:0008285; GO:0010839; GO:0030216; GO:0043565; GO:0043616; GO:0045893; GO:0045944; GO:0048468; GO:0060021; GO:0060173; GO:0060644; GO:0070062; GO:0072089; GO:1904888; GO:1990837; GO:2000647	2370.67513526534	2.73847438655585	0.444796900656528	6.15668495556918	7.42834110241048e-10	1.92337549318798e-08	2745	1493	1887	4090	5166	2925	1102	717	559	937	771	496
g3310	753.619265173547	1.9534517039974	0.586445599851382	3.33100240583688	0.000865338545185153	0.00393197237188671	276	447	394	384	436	427	346	639	361	596	199	415	399	794	184	2499	sp	O14896	IRF6_HUMAN	28.571	231	126	12	472	1137	225	425	9.84e-11	66.6	O14896	reviewed	IRF6_HUMAN	Interferon regulatory factor 6 (IRF-6)	IRF6	Homo sapiens (Human)	467	cell development [GO:0048468]; cranial skeletal system development [GO:1904888]; immune system process [GO:0002376]; keratinocyte differentiation [GO:0030216]; keratinocyte proliferation [GO:0043616]; limb development [GO:0060173]; mammary gland epithelial cell differentiation [GO:0060644]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of stem cell proliferation [GO:2000647]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; roof of mouth development [GO:0060021]; stem cell proliferation [GO:0072089]	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0002376; GO:0003677; GO:0003700; GO:0005634; GO:0005737; GO:0005829; GO:0006357; GO:0008285; GO:0010839; GO:0030216; GO:0043565; GO:0043616; GO:0045893; GO:0045944; GO:0048468; GO:0060021; GO:0060173; GO:0060644; GO:0070062; GO:0072089; GO:1904888; GO:1990837; GO:2000647	457.985262226028	1.92188441319725	0.494268536623622	3.88834058976475	0.000100931927217317	0.000682472270697235	612	221	364	1312	662	239	410	244	199	282	120	194
